Age,Annual_Income,Monthly_Spending,Credit_Score,Savings,Loan_Amount,Years_Employed,Purchases_Per_Year,Website_Visits_Per_Month,Spending_Score
61,60157.74,1000.0,807.33,25395.51,212267.2,38,12.15,17.75,61.73
31,89785.58,2692.6,782.25,44119.75,235558.42,9,21.24,26.22,82.89
31,49439.89,1052.09,679.82,36796.61,36491.78,11,4.92,3.43,52.49
19,90012.88,2249.22,831.13,44549.09,290207.82,0,19.4,12.6,55.27
54,52593.52,2293.85,609.06,15456.55,82296.9,34,19.38,18.1,59.92
22,72090.57,1747.17,776.33,39799.39,98205.51,0,12.47,19.8,44.26
55,49691.73,1226.3,609.46,65697.91,95691.05,33,21.81,15.8,40.98
62,35591.34,1000.0,630.45,10978.52,2372.86,43,16.86,11.39,54.34
58,67462.7,3002.13,748.01,47318.35,209790.72,32,23.64,19.05,59.22
64,71518.26,1982.22,631.34,6677.97,185036.98,40,10.27,13.12,44.01
31,36314.06,1144.37,594.74,22724.58,88818.63,8,12.73,14.49,40.33
56,54472.95,1503.76,662.61,41081.94,40465.33,34,20.06,14.6,61.73
42,81613.66,1708.23,696.72,27763.81,326375.8,21,10.67,8.81,31.97
37,70802.14,2797.66,729.67,80464.92,73525.63,12,21.82,19.81,54.51
19,52886.13,1000.0,737.24,53436.4,165025.93,0,14.39,11.34,57.63
56,49244.54,1748.58,606.33,11564.16,58388.28,31,19.62,13.47,42.15
23,95068.4,3071.57,840.86,41845.11,167336.14,5,20.59,22.06,72.4
34,33955.22,1000.0,626.24,48657.75,65625.27,7,20.45,16.42,52.13
42,58934.43,1062.6,618.06,77502.48,172082.13,24,9.43,9.11,42.06
45,33635.46,1159.55,584.41,23297.02,72919.56,25,15.01,13.78,23.53
19,83666.66,1916.35,764.91,49410.63,243548.22,0,10.81,14.03,89.4
52,59871.77,1278.74,753.28,31118.22,113160.32,29,18.08,17.94,47.66
54,63207.13,1000.0,727.94,6102.21,129526.63,33,17.96,14.78,30.19
22,109840.06,4179.35,800.89,57995.32,248700.62,0,19.56,17.97,42.87
18,49317.49,2067.51,667.99,48146.62,49635.39,0,11.01,11.65,65.18
57,91474.37,3643.25,650.52,38538.0,214934.05,38,17.52,24.53,36.27
29,52966.83,1484.9,701.78,61248.02,81412.13,10,15.78,15.96,56.67
53,55796.78,1690.56,635.17,64559.09,188695.45,34,17.0,12.81,56.05
62,107487.15,2211.64,777.2,73909.14,287104.96,43,30.41,18.33,48.7
40,57100.37,1042.76,659.39,45376.16,155149.8,14,20.08,23.79,43.33
64,35261.31,1408.1,551.98,33388.32,59175.74,42,10.59,11.99,47.3
48,65074.54,2545.16,688.62,36805.06,184225.18,20,19.4,20.17,57.29
28,56890.74,2185.29,720.33,33215.68,197968.33,3,20.1,22.97,34.63
27,66607.73,1861.37,613.23,31050.46,188222.38,5,13.38,10.6,25.04
20,57595.24,2379.66,671.79,61223.22,72546.56,0,19.27,14.6,68.25
31,99879.8,4332.23,794.81,30135.75,133897.7,9,12.55,14.08,57.34
33,70021.25,1641.63,735.68,60536.24,169268.48,15,13.54,26.02,54.29
27,40650.64,1000.0,615.84,18904.13,146487.6,4,6.94,6.27,39.66
46,62241.84,1741.24,731.98,39454.44,197113.22,25,15.17,13.0,62.63
27,45606.66,1000.0,700.66,42241.06,95992.92,7,12.19,17.72,64.09
29,55541.15,2330.88,715.51,53239.66,123460.06,6,13.57,17.47,51.82
47,43612.07,1036.5,600.39,27004.74,138535.22,28,18.44,15.41,46.76
58,97928.13,3104.88,850.0,100855.35,395376.88,33,20.25,11.24,53.99
18,47555.08,1537.17,593.36,10564.54,61119.13,0,18.76,16.82,57.96
22,72376.16,2147.13,751.93,64473.82,228164.84,0,25.37,31.83,49.71
37,54177.37,1000.0,717.05,51765.87,71474.24,11,25.89,20.91,35.81
25,39148.56,1782.57,713.79,33732.69,82893.05,0,13.22,18.3,54.44
60,63557.69,1160.15,738.78,37841.71,170668.76,42,19.03,12.8,46.72
29,67212.45,2523.84,670.3,21511.64,3310.18,2,15.95,20.35,60.49
18,70055.28,2723.66,754.26,65610.86,13276.34,0,22.08,24.89,76.55
37,15000.0,1000.0,541.75,4810.02,24017.31,11,15.6,16.07,35.65
45,37772.78,1647.1,665.77,41118.36,98415.16,26,10.47,18.48,53.0
60,77235.98,2221.2,743.23,73477.95,212244.77,40,15.16,15.07,29.82
54,43375.07,1451.45,697.27,20413.25,53142.95,35,21.27,29.79,67.38
64,63652.99,2158.23,695.09,51649.43,156259.31,39,13.62,13.94,34.01
54,37355.56,1095.71,657.2,46134.04,124113.19,35,13.18,12.55,38.49
29,73168.82,1261.0,694.56,92085.76,331716.34,2,20.69,21.14,46.96
54,76762.85,2883.09,786.38,41664.77,129157.44,35,16.85,10.79,51.99
66,73174.38,2333.74,625.78,75636.43,129709.11,45,24.99,23.68,53.65
66,78586.02,1293.21,770.39,76941.93,135759.2,42,23.02,17.02,56.53
61,88150.2,3159.66,783.89,20375.69,164282.29,32,14.39,19.93,61.4
45,38866.67,1396.3,626.3,6354.65,146326.53,26,10.96,17.11,44.15
64,45803.91,1409.98,542.79,29980.13,116169.37,37,17.52,13.46,39.42
32,76155.78,1181.81,709.15,24855.67,121134.16,10,17.36,14.93,40.88
23,80343.96,1948.73,798.15,68361.7,268994.92,1,8.33,15.68,51.65
61,47861.83,1000.0,608.62,31992.25,14642.52,41,9.93,21.7,44.77
37,46610.05,1324.65,576.73,500.0,184361.56,17,15.83,16.14,34.18
67,48260.16,2061.43,599.34,26306.19,95332.26,38,19.28,22.65,56.32
31,31108.29,1000.0,649.82,7413.56,86954.87,11,17.64,21.12,47.25
19,37114.6,1000.0,634.94,23043.54,60243.78,0,23.53,25.28,74.98
26,37548.73,1470.48,679.61,23049.57,172900.8,5,10.3,1.0,48.28
54,54706.23,1000.0,698.41,54645.08,210667.18,34,12.25,9.03,33.88
37,64875.06,1000.0,658.53,17349.54,173528.08,18,16.36,23.81,54.3
43,67802.51,2228.03,788.54,11449.15,118526.67,23,8.4,6.96,59.49
46,50845.88,1973.16,628.05,52835.13,129156.34,25,15.07,14.49,54.19
18,51288.23,1968.62,619.61,81092.02,169785.73,0,14.15,24.76,68.05
52,62225.91,2394.82,700.95,16197.26,269546.0,31,20.18,16.67,40.97
23,33071.74,1000.0,620.84,500.0,108834.9,0,18.11,18.37,61.49
54,77269.93,3239.48,772.32,65359.04,276440.17,34,19.51,20.77,64.42
22,83136.94,1074.78,737.08,59577.04,190062.83,0,18.33,23.67,58.24
50,48739.55,1116.44,712.47,56041.4,96272.48,30,16.69,19.76,62.22
66,52828.15,1254.12,631.98,9952.08,80643.23,45,11.32,10.35,45.9
68,82379.62,1484.4,700.62,33325.79,203121.22,43,17.82,17.53,60.79
31,57785.07,1369.94,588.02,42732.23,123605.97,10,15.86,14.97,60.06
29,70588.42,2260.91,704.07,46453.05,35305.96,11,16.68,21.21,48.7
59,58338.5,1740.98,715.35,50620.76,159842.03,40,14.98,15.27,42.77
37,88013.53,2037.3,798.96,90096.33,210665.29,10,15.7,17.1,57.83
67,68821.43,2579.26,723.07,48258.08,153243.82,45,11.75,10.84,40.09
41,69857.8,2537.68,690.65,32121.6,78077.72,21,15.96,26.19,52.96
60,70193.52,1534.19,768.93,74013.65,165237.96,37,19.99,14.86,49.28
51,50007.95,1163.9,655.91,1664.96,164084.3,26,6.31,20.04,34.46
42,51661.7,1140.9,674.9,31400.12,203396.57,13,12.68,12.98,47.91
67,73846.42,1240.25,670.97,72796.01,1000.0,45,27.73,28.98,45.03
46,62275.43,2341.1,605.23,43602.72,157578.72,20,15.26,16.27,52.44
56,38803.0,1000.0,657.39,17594.68,30798.2,38,14.64,9.3,49.87
48,93715.88,1641.84,850.0,84146.0,97496.5,21,28.57,22.57,51.12
64,77605.29,1242.47,754.98,30024.67,130931.09,45,19.36,24.16,46.34
60,60677.27,2427.78,723.27,21654.79,80217.43,40,17.78,12.21,31.59
67,55076.98,1000.0,705.51,41104.02,209489.24,43,10.96,1.0,53.51
40,63576.17,2203.18,696.27,43015.53,236940.23,14,17.92,8.5,45.32
61,69315.36,1000.0,640.27,38229.65,65467.91,41,16.86,16.84,59.61
55,23405.99,1000.0,605.5,7411.88,46567.43,30,16.97,11.97,26.06
37,98022.29,4207.49,850.0,46441.75,126262.76,11,26.19,23.62,64.03
40,45782.08,1315.23,664.13,27401.11,125039.14,13,14.73,18.26,46.1
62,59965.7,2357.73,672.91,26476.68,44662.07,38,17.91,20.69,64.17
69,60627.6,2185.44,704.23,68506.12,86752.23,45,6.61,11.51,57.19
33,95943.3,3743.82,788.5,97317.84,111079.66,12,8.42,21.03,76.37
67,58413.77,2223.18,738.04,78001.84,220660.79,45,21.31,27.82,59.92
59,88593.13,1713.89,779.45,56820.71,64780.2,36,6.38,4.7,34.4
25,67321.09,1962.54,738.66,54166.1,198100.68,4,18.37,20.99,65.13
67,42686.07,1900.12,683.28,23470.39,18582.8,45,13.4,17.24,48.11
38,62424.73,1495.14,724.2,16284.6,265826.91,12,22.4,15.16,44.68
18,57866.84,2595.3,680.91,58099.04,73917.79,0,15.61,13.18,64.6
25,40486.73,1293.09,558.0,26652.89,1000.0,1,23.06,13.01,56.39
46,66439.01,1852.79,723.63,72509.22,116619.07,21,15.62,13.18,80.53
49,60397.85,2079.21,727.55,38655.6,265763.13,27,21.77,23.46,56.41
55,70015.59,2779.24,642.38,85480.6,233412.14,33,9.51,17.0,42.96
22,63480.35,1627.65,713.83,41098.41,183680.97,0,4.84,19.46,23.77
64,48280.15,1000.0,649.82,23743.07,95675.34,40,14.69,19.24,21.73
39,73830.01,2667.25,624.09,94710.67,91586.56,11,10.38,14.31,43.48
64,48760.83,2163.63,665.82,39793.25,190816.55,35,14.58,24.37,54.94
51,15000.0,1000.0,611.73,15468.11,23945.55,26,9.43,19.37,59.1
18,62315.75,1170.32,692.77,15877.6,112833.54,0,19.26,15.69,66.53
43,50026.67,1039.29,561.12,49463.37,69221.44,24,9.68,11.16,24.24
60,66878.35,2864.07,721.28,26281.74,209451.15,40,18.81,21.64,40.48
27,95979.69,1243.14,841.82,49550.26,276209.09,0,23.92,14.99,45.31
47,96499.31,2971.36,755.64,95924.39,178456.75,18,18.62,19.99,60.71
67,57027.79,1014.48,664.77,26183.6,122661.3,45,18.09,19.86,43.27
35,45122.73,1000.0,623.22,10344.43,1889.65,8,9.62,15.41,63.56
34,70524.3,1603.21,720.1,80553.64,170764.68,10,15.14,19.97,51.52
43,53335.94,1056.55,646.47,64026.49,157793.93,14,8.62,9.34,43.08
25,67051.98,2609.11,764.99,19166.42,219643.88,6,28.4,27.07,55.79
64,48104.51,1134.0,707.0,33412.97,150342.39,35,20.95,17.6,32.14
57,64512.46,1549.34,669.44,74133.32,200506.97,38,24.75,27.12,45.12
66,45384.47,1252.62,699.95,46149.48,64569.02,45,20.61,20.46,54.54
29,81316.56,3462.18,672.86,113177.8,108619.95,0,14.82,20.22,50.01
44,49380.4,1750.0,614.75,31037.13,66413.31,23,7.27,1.0,28.83
25,71899.85,1046.74,746.86,42814.88,255322.74,7,15.07,9.09,20.07
42,37234.19,1000.0,618.79,16662.49,76788.15,23,16.1,17.87,33.8
63,74061.13,2324.01,731.84,21603.02,244202.76,43,15.95,9.9,33.89
21,42605.09,1792.34,647.99,13977.29,79223.57,0,3.09,12.23,59.07
50,64701.18,1505.92,675.5,16335.38,132734.63,23,20.21,24.25,35.97
18,78417.62,1627.88,794.82,57328.69,89119.81,0,9.85,14.2,45.56
36,56400.31,2111.61,703.7,27291.63,221569.41,13,13.53,12.9,35.24
48,41475.0,1350.83,623.08,39299.65,23754.21,28,22.87,19.27,56.19
33,68942.63,2160.27,751.83,79663.93,273920.17,13,17.14,21.47,60.17
31,44862.33,1000.0,658.44,1002.01,41665.06,10,19.87,21.97,60.4
65,52723.58,1000.0,650.6,35380.63,15709.44,44,17.01,12.6,46.06
22,64778.33,1418.19,684.84,75976.04,54737.97,0,11.43,15.11,53.8
58,84492.17,1638.69,705.13,72953.8,264732.43,38,22.1,27.89,61.36
43,60477.96,2714.34,657.26,30912.63,43988.74,18,15.73,18.85,45.59
45,60411.44,1000.0,676.26,22068.41,132739.75,20,8.61,9.17,44.52
19,73275.23,2445.09,726.97,4573.97,72192.91,0,9.06,10.23,63.04
67,60906.69,1812.17,645.11,36409.0,63195.7,43,18.01,15.74,46.0
23,71439.54,1662.76,719.51,6448.49,170496.31,4,27.85,22.29,58.61
26,79413.6,3342.22,717.22,58330.84,321645.82,4,12.56,7.74,67.1
50,54100.73,1884.8,633.58,27767.34,198739.72,27,10.63,12.98,42.26
58,15000.0,1000.0,571.68,656.98,9013.26,29,13.49,6.65,56.16
42,45277.31,1000.0,646.96,24736.23,171543.77,15,7.96,14.47,55.16
65,81756.28,1261.41,742.59,55758.28,164339.37,44,29.95,24.32,54.91
30,59392.23,1018.37,704.51,34264.6,71842.56,3,11.61,19.74,51.86
26,53895.66,1157.48,607.31,31814.21,177185.01,4,12.89,9.06,33.22
30,81002.13,2137.88,692.27,85596.36,70842.7,4,14.08,14.18,73.54
48,58176.15,2399.97,659.67,36268.95,195850.56,20,20.49,19.9,48.48
58,22334.4,1000.0,562.35,23639.29,80653.14,34,23.04,15.36,58.01
28,32904.56,1415.16,633.11,32236.44,9194.8,9,9.77,14.29,61.59
21,67535.66,1886.29,674.36,52965.81,164289.79,0,21.09,14.02,59.66
51,58795.96,2003.12,649.09,21583.92,100095.36,33,9.35,13.69,61.23
55,86183.82,1836.89,807.55,25609.99,174814.28,36,23.41,28.81,62.12
63,46801.16,1000.0,591.66,4424.12,47230.32,43,23.47,24.4,27.9
21,54428.99,2257.82,709.0,28967.69,99463.41,0,22.7,18.67,55.68
55,44078.94,1000.0,632.63,38536.34,116586.71,36,15.07,21.38,22.23
36,50629.3,1939.14,616.87,31548.52,153882.12,8,9.9,23.54,45.14
23,25945.73,1000.0,528.51,17627.89,123670.59,3,12.6,15.06,41.29
51,53057.68,2186.22,650.77,500.0,52754.94,24,13.75,11.35,36.6
35,59066.36,2151.63,706.57,22610.25,138095.56,7,13.67,14.96,52.06
30,57546.04,1259.61,672.02,30336.8,204035.63,2,16.79,10.67,60.08
58,98691.96,3123.36,837.35,100172.27,85759.99,29,19.54,24.34,29.64
40,93002.72,1203.06,818.99,34029.72,326187.79,11,22.84,22.52,79.23
36,46483.81,1317.38,675.69,34266.79,32187.94,10,18.22,15.12,57.36
62,23209.14,1000.0,607.78,20255.02,115831.67,41,12.01,16.01,44.71
28,58214.39,1560.04,650.64,33741.74,195871.22,0,17.98,15.11,51.95
18,66777.18,1078.7,735.49,40839.84,159103.62,0,23.28,20.33,35.93
41,44511.29,1974.05,729.43,31664.64,155588.11,13,11.79,13.26,40.62
24,45402.44,1359.15,680.19,39374.9,170866.62,4,14.62,24.27,39.47
42,88485.99,3799.64,748.01,29731.38,305422.66,13,13.71,8.96,40.8
38,55364.07,1000.0,639.99,42994.03,157335.88,20,17.94,21.44,58.83
32,71920.5,2427.68,720.89,70025.92,67801.01,4,18.18,14.21,42.84
18,43254.5,1000.0,664.45,42204.25,124532.52,0,16.63,25.46,58.54
29,58975.07,1586.09,684.96,56558.8,164223.95,2,10.95,8.08,57.24
24,53945.91,2244.31,612.01,13173.84,108325.79,0,19.22,13.99,56.75
32,47843.28,2160.96,677.64,21295.99,138210.86,13,15.29,19.54,75.18
38,80795.41,1673.79,784.61,71895.69,247786.35,17,23.23,21.27,57.09
36,35000.21,1543.8,565.5,24374.17,71163.97,17,11.31,17.0,66.52
46,65401.02,2318.96,739.44,22037.99,132644.73,27,19.95,25.07,73.53
42,53607.81,2370.2,666.29,18770.14,221890.67,22,17.59,18.27,49.14
50,67466.84,2108.04,724.33,19344.29,141243.8,28,24.37,27.16,88.26
66,53851.62,2397.75,684.25,22711.83,45761.91,45,14.8,5.64,61.61
49,75609.48,3194.39,739.79,45341.52,218798.51,30,14.79,17.18,36.25
66,43085.35,1000.0,611.3,32057.52,149518.83,38,11.84,12.31,59.91
52,80835.96,1847.88,765.01,39339.28,180370.57,25,12.54,21.32,39.38
61,59481.55,1225.45,680.52,55143.77,240142.05,42,13.43,3.54,52.5
55,36086.95,1139.26,623.09,23424.02,86089.02,32,1.91,2.68,55.94
43,72243.88,2836.29,704.45,55756.92,221366.73,19,24.07,15.27,63.58
28,56420.7,2133.48,687.04,28370.07,1000.0,0,25.31,23.79,48.33
52,29258.92,1074.53,587.76,841.89,78219.81,25,12.19,14.8,37.0
25,65984.43,1650.19,652.85,67990.19,130602.78,2,18.79,18.34,41.07
63,78118.72,1340.09,758.52,55705.56,334777.17,39,18.63,22.06,66.95
31,83078.44,1621.65,797.85,84404.35,79764.71,13,11.74,18.74,60.95
27,53189.67,1979.86,678.05,22300.43,11372.41,4,20.45,21.13,69.05
19,62615.72,1090.63,680.17,39428.81,69894.56,0,22.14,13.84,34.99
63,60909.65,1214.02,701.11,52916.6,99084.92,43,10.89,9.84,54.1
26,86816.45,2313.81,730.76,49372.08,99277.34,8,20.33,22.66,46.37
20,45411.21,1000.0,672.36,13604.56,171626.99,0,13.23,15.52,38.93
38,51636.13,1011.54,695.14,23138.66,46699.29,17,21.11,16.56,36.78
43,44975.03,1000.0,633.8,7776.08,152675.53,16,14.08,20.04,50.1
25,33915.29,1499.42,607.84,21860.45,14771.57,0,13.11,17.13,48.57
65,64460.17,1217.28,648.38,6867.95,205150.59,38,25.55,28.0,56.74
19,88823.37,3661.8,793.23,27018.33,76717.85,0,12.46,15.62,53.51
23,56427.28,1000.0,659.73,58394.25,204008.22,2,16.88,13.25,61.38
45,44125.86,1830.74,518.83,4884.35,119068.33,24,14.86,22.68,47.37
46,63363.47,2058.12,695.99,41044.05,152507.66,17,13.32,17.74,38.86
43,70604.13,2882.31,707.68,80634.61,192432.41,16,27.26,26.75,66.2
42,57185.46,2368.14,626.93,500.0,168481.16,21,17.4,21.7,57.42
29,85263.64,2760.76,800.41,96127.61,214732.06,6,21.89,19.02,54.35
22,45377.49,1955.31,617.54,19027.14,60552.46,0,18.61,20.89,54.38
51,54834.55,1755.52,632.5,21351.13,156886.04,29,13.88,14.18,42.86
65,65327.78,2368.27,746.52,2862.59,224828.93,36,22.74,17.24,56.96
54,67073.35,1768.68,720.26,50654.9,313909.25,27,21.91,13.62,58.25
32,60850.11,2614.66,639.45,69553.92,162015.24,7,15.47,5.75,39.43
61,36988.44,1478.51,611.31,39952.34,1000.0,36,18.39,19.79,67.68
53,102084.21,1843.35,771.86,86102.74,317456.12,32,26.41,19.79,50.4
32,55752.54,1768.08,611.58,1306.31,249584.44,4,19.55,16.18,48.18
60,61984.82,2627.8,627.0,64563.57,126359.61,33,12.02,9.57,60.28
65,71101.7,2768.38,744.98,77389.06,133768.37,39,16.65,9.04,54.98
40,48542.9,2164.29,610.8,37033.0,117276.69,14,17.23,22.4,57.47
23,61024.68,1233.31,639.73,71279.05,4864.25,1,17.36,27.29,61.11
63,47810.58,1183.25,634.16,51757.59,176258.64,40,11.06,3.75,59.25
67,67479.91,1984.34,818.86,67529.75,220366.1,45,15.32,17.66,33.11
61,55031.59,1114.7,687.02,21960.54,90547.94,41,17.26,11.16,40.47
60,64836.93,1662.08,732.35,74462.18,280051.38,32,8.94,15.3,63.29
62,41162.33,1252.07,581.75,22853.98,126812.62,37,14.21,22.01,37.87
38,45079.5,1000.0,655.4,32052.43,35237.04,12,17.99,21.49,38.49
40,35427.47,1000.0,606.97,9924.25,112386.03,19,14.96,10.87,54.81
60,47210.46,1000.0,610.88,61208.46,42159.41,34,10.43,8.79,40.07
33,15000.0,1000.0,536.11,500.0,16193.47,7,8.09,8.49,55.68
64,54472.2,1337.39,635.4,25399.04,93849.08,40,22.88,24.49,47.65
32,50383.68,1000.0,657.98,9380.21,32331.35,7,10.35,11.14,44.14
42,62716.4,1844.54,679.3,51263.33,206210.02,22,22.2,24.0,40.93
53,60802.94,1000.0,654.5,91580.15,199491.38,31,12.97,14.14,53.29
28,82627.44,3576.13,737.69,103003.22,52079.69,8,23.91,21.41,52.65
68,106697.58,2381.02,850.0,35984.68,66439.82,44,23.38,21.97,51.21
32,80475.7,3383.91,690.26,62195.52,71853.24,9,16.31,16.23,42.12
21,51844.06,1508.01,631.67,27127.68,185034.81,0,6.35,1.66,54.65
38,51118.97,2087.61,668.77,28652.14,145623.0,18,17.1,12.22,50.98
30,75635.93,1568.35,700.44,77573.46,211993.69,4,18.47,26.18,51.91
39,29699.8,1000.0,646.07,25208.36,85163.16,10,15.04,17.91,56.11
36,54326.35,2217.26,715.03,19921.43,106782.8,18,18.13,26.7,26.98
51,55713.25,1091.84,721.58,30378.68,83650.27,24,9.0,6.87,33.32
31,70514.37,2635.35,741.07,44638.19,101454.63,11,19.02,18.29,50.72
21,71049.59,1704.2,757.11,24783.34,210833.57,0,20.82,18.59,56.79
65,46597.91,1744.62,640.87,13129.16,70062.87,38,18.31,12.6,51.79
69,52541.29,2246.4,632.19,21524.86,78677.35,41,8.99,2.89,35.34
63,68011.88,3075.58,681.2,38866.96,143053.42,39,22.57,15.85,53.3
44,45619.43,1117.39,567.06,27184.39,140330.04,24,16.71,21.93,45.26
46,81710.13,2022.4,729.41,110597.23,116332.6,26,20.95,17.28,42.33
64,70965.15,3208.54,699.85,9005.93,75152.13,45,12.62,12.26,52.35
45,63087.17,2600.3,681.59,73006.65,83800.87,19,20.09,19.02,60.35
52,67036.93,1000.0,814.62,51388.28,93796.9,24,8.08,11.47,53.46
25,51595.97,1631.21,622.14,41999.89,118018.07,4,10.92,11.14,52.81
33,48726.75,1000.0,636.31,4776.57,63842.52,6,21.21,17.9,57.7
59,52355.0,2389.16,754.02,21798.58,175044.26,36,18.78,20.13,52.8
53,68999.4,1182.01,676.03,47771.9,18063.78,34,18.36,26.0,60.45
47,63618.27,1981.39,644.53,59567.33,210696.62,21,21.08,16.68,69.28
35,52391.14,1816.57,648.59,49193.56,217375.53,11,20.31,11.56,65.68
19,73492.47,3214.23,689.38,83816.37,100809.06,0,21.14,16.66,38.71
66,56868.96,2316.95,719.76,39915.0,104196.84,44,14.6,14.72,40.11
30,47520.41,1000.0,649.33,47083.17,103033.15,6,10.36,3.05,70.21
21,64578.15,2039.86,644.52,39544.01,141108.97,0,13.14,14.7,33.02
43,41765.47,1849.62,639.66,21475.25,99978.42,16,21.23,22.73,46.87
42,29629.97,1097.02,597.62,15699.8,1846.39,18,6.59,4.45,69.05
47,59908.12,2123.42,617.93,58156.89,46036.23,28,18.44,16.43,36.31
28,48166.55,1814.11,664.57,28150.96,193416.5,4,17.28,20.48,43.3
24,55425.22,1288.65,688.75,74561.3,181147.25,3,22.88,20.86,54.35
48,42598.81,1567.99,567.22,15003.5,41466.05,27,16.71,17.48,33.36
61,81760.78,1656.62,690.76,47825.58,158227.03,43,16.06,15.72,57.46
27,48093.13,1287.46,628.53,40589.55,19377.0,0,12.77,14.39,57.43
56,52224.01,2201.99,628.68,15732.38,48458.76,36,15.19,23.53,61.44
30,66801.9,1000.0,727.24,79259.82,1000.0,8,22.34,23.51,35.29
48,35220.94,1000.0,586.19,39806.87,68147.91,26,17.55,7.11,56.11
24,33890.1,1000.0,593.75,20358.1,23464.34,5,7.96,11.4,49.28
66,66857.15,1278.29,652.94,78833.48,180644.67,45,18.08,26.48,28.42
59,51990.94,2103.16,698.66,11077.61,77963.74,41,19.33,18.77,72.59
59,43773.09,1563.43,597.14,16257.81,154678.58,33,13.19,5.2,34.55
53,70860.72,1151.8,666.15,75584.5,67881.39,35,6.29,4.29,49.87
37,45385.41,1315.36,638.48,28453.94,93113.63,14,13.56,13.99,45.72
21,55058.78,1545.14,713.49,31533.37,54216.11,0,8.08,6.69,57.04
24,43869.65,1000.0,651.99,7448.08,68553.12,4,6.17,17.43,42.4
18,65461.87,2563.41,670.98,51511.06,232301.75,0,21.87,14.99,66.54
61,83977.37,2076.13,733.7,77620.97,71726.73,43,31.0,26.47,71.85
62,26501.28,1004.34,518.78,19940.55,65841.45,38,19.47,18.6,49.99
59,62027.84,1172.46,772.7,32184.41,222250.7,39,3.15,14.94,22.85
64,75418.59,1734.81,796.08,500.0,136094.27,37,16.68,16.23,32.43
30,52413.4,1000.0,670.22,34436.53,183158.54,1,12.29,19.29,71.93
39,39641.24,1000.0,618.38,51149.76,32244.61,10,6.61,8.36,53.73
38,67577.34,2834.16,652.06,50628.27,106689.48,15,19.08,17.75,49.59
39,78029.76,1259.17,727.53,48515.97,260366.33,10,16.88,14.95,64.03
45,76029.4,1192.98,768.19,47296.74,330685.75,22,11.78,4.54,44.34
26,66586.37,2919.54,732.58,19520.56,102040.56,0,6.38,14.5,59.41
43,61762.45,2101.78,665.01,26332.11,163803.57,22,13.13,17.79,25.97
26,43817.77,1000.0,667.49,31485.82,57500.04,0,14.42,15.01,46.86
32,75574.41,3392.58,778.79,32445.96,255557.85,4,16.97,14.54,41.88
27,74579.22,1297.93,725.29,42852.34,19336.78,4,22.77,14.79,38.04
41,39514.95,1503.34,662.73,42416.4,81222.81,13,15.64,13.23,41.79
59,66560.64,1000.0,773.95,54332.62,100206.04,32,14.93,15.28,45.14
25,71750.83,2390.6,801.44,56730.38,167283.45,4,13.09,15.74,44.37
41,75878.05,2331.24,700.62,60212.9,219653.5,16,8.73,13.45,53.25
33,58650.19,1139.78,695.9,2891.62,69052.79,7,10.41,7.73,50.41
66,44563.78,1512.41,665.34,11774.55,60577.02,45,21.25,15.52,42.52
43,50961.91,1685.23,652.03,40115.91,114239.77,19,19.42,18.23,65.24
44,41869.5,1637.59,681.57,15410.21,76409.68,18,15.63,14.24,58.67
54,59080.91,2463.43,679.76,14688.62,126144.78,28,13.44,17.79,51.63
21,55556.06,1639.1,659.79,53602.93,71860.84,0,21.76,13.22,40.78
67,98610.66,2844.24,736.68,90138.67,217263.95,45,14.81,18.25,49.85
41,76104.19,2528.17,652.26,38329.74,140159.1,23,12.61,14.13,56.41
36,77451.87,2850.76,716.6,46905.32,77966.07,13,17.28,14.0,61.62
53,68484.34,1669.13,574.92,34490.75,172205.65,28,5.93,10.76,39.12
56,53388.28,1565.42,716.17,21355.9,125077.29,38,10.14,15.06,60.34
27,55042.98,1761.57,705.12,31846.93,89834.23,8,14.32,5.51,64.91
42,56690.35,2576.35,701.11,54094.44,144247.69,24,13.36,24.1,67.73
35,63388.2,2034.15,740.24,37841.54,193966.49,13,11.4,12.76,33.58
36,67005.06,1338.28,688.62,500.0,236143.5,17,26.88,26.12,50.66
53,60012.76,1926.39,690.0,39087.14,112299.43,26,22.82,23.14,35.3
27,54769.23,2180.73,647.6,56390.16,170159.78,0,24.05,22.67,45.84
50,49305.92,2025.49,697.83,57838.44,187119.29,29,14.44,12.5,31.65
67,34932.32,1368.47,489.97,40211.71,1000.0,45,11.05,13.2,31.56
22,83100.82,3499.12,799.2,51729.36,118297.48,0,26.32,23.44,64.98
64,99699.53,2358.78,717.16,97775.11,243313.52,39,20.4,20.7,43.33
66,81588.06,2400.24,735.49,73090.62,264233.98,44,12.86,21.65,31.39
52,37336.82,1436.96,564.78,28075.34,60678.79,33,8.78,9.62,69.78
61,74166.3,1580.85,716.37,37242.74,58831.07,36,15.79,11.47,51.51
51,78427.97,1951.76,710.41,66421.04,139963.8,33,17.73,17.64,36.35
50,52738.12,2120.35,640.9,58116.39,86865.73,26,15.68,12.3,45.76
38,68800.69,2626.09,731.03,77047.35,228546.58,20,15.96,10.62,52.98
34,51786.55,2323.83,665.47,10915.88,184766.13,5,26.88,20.1,52.03
39,87520.72,3999.62,807.53,107758.04,49492.48,16,11.99,6.42,42.62
65,66576.68,1366.47,718.56,65274.35,17393.11,42,20.02,12.59,40.99
54,43491.2,1849.03,558.96,24780.52,152624.54,32,11.96,20.68,55.25
