Age,Income,Credit_Score,Experience_Years,Employment_Years,Existing_Loans,Loan_Amount,Debt_to_Income_Ratio,Loan_Approved
63,230333,820,31,6,0,866102,0.313,1
30,171248,735,10,1,2,699199,0.34,1
45,82427,699,23,15,1,2255299,2.28,1
34,113290,597,0,0,2,656889,0.483,0
59,167441,695,25,2,0,950627,0.473,1
33,126270,717,10,7,2,2270403,1.498,1
31,99150,735,2,2,2,59142,0.05,1
59,71069,713,38,15,1,443852,0.52,1
31,44651,595,0,0,0,2541424,4.743,0
36,74682,690,6,6,1,769313,0.858,1
53,216907,568,27,12,2,182816,0.07,1
61,156336,637,35,19,2,2336543,1.245,1
61,248575,668,28,12,0,84692,0.028,1
52,112551,652,28,0,1,2696522,1.997,0
30,34283,621,1,1,0,754898,1.835,0
35,231990,655,14,14,1,795015,0.286,1
36,101354,723,2,2,0,1355646,1.115,1
63,50780,619,30,3,0,2987327,4.902,0
47,139017,763,24,3,1,1989022,1.192,1
65,175697,761,35,16,0,107274,0.051,1
52,76747,709,31,1,2,387824,0.421,1
26,207788,652,0,0,1,1809051,0.726,0
56,25568,568,33,11,1,2248327,7.328,0
28,234465,505,6,6,1,586881,0.209,0
45,172614,659,25,11,1,2854634,1.378,0
27,104459,760,7,7,2,2538168,2.025,1
37,18909,648,14,14,1,2612592,11.514,0
50,233385,738,30,14,2,2469110,0.882,1
22,229395,776,0,0,0,1292911,0.47,1
37,199509,744,9,9,1,224403,0.094,1
24,116132,740,0,0,1,2361477,1.695,1
46,128766,563,23,16,0,1636131,1.059,0
34,146199,744,0,0,2,82797,0.047,1
28,226262,749,0,0,1,536118,0.197,1
25,241994,621,0,0,3,1176391,0.405,0
25,112157,706,0,0,2,1630237,1.211,0
25,109310,657,0,0,4,1256213,0.958,1
47,33174,626,27,13,2,1353480,3.4,0
25,184474,598,0,0,1,1243141,0.562,1
23,56186,727,2,2,2,813201,1.206,1
58,195128,575,31,15,1,1238396,0.529,1
50,148515,826,20,14,3,963037,0.54,1
21,72879,631,0,0,3,995894,1.139,0
28,146338,705,0,0,1,630984,0.359,1
33,176398,603,8,8,1,2457280,1.161,0
40,60546,660,15,3,1,2930303,4.033,0
26,32537,674,0,0,1,2026927,5.191,0
28,209592,676,0,0,0,1765614,0.702,1
50,80959,626,27,20,1,358048,0.369,1
60,132861,747,31,2,0,1445204,0.906,0
35,201536,672,2,2,2,2924635,1.209,1
30,235182,620,0,0,1,2749320,0.974,1
53,31989,705,21,6,2,2420797,6.306,0
29,213686,719,0,0,0,892068,0.348,1
53,199376,728,32,14,3,2050187,0.857,1
29,97956,725,0,0,2,1458670,1.241,1
34,241192,661,7,7,0,1111253,0.384,0
52,42845,733,18,15,1,2520325,4.902,1
57,29499,606,35,13,1,2395705,6.768,0
26,47221,615,0,0,2,2043025,3.605,0
25,212339,758,0,0,2,431362,0.169,1
24,69135,724,4,4,2,661319,0.797,0
36,149708,663,5,5,2,1571840,0.875,0
30,246595,593,6,6,3,2889156,0.976,0
51,40109,700,23,1,0,2914064,6.054,0
51,245196,663,31,11,3,272165,0.092,1
34,44660,667,4,4,1,1779251,3.32,0
33,132045,679,6,6,1,2796407,1.765,0
24,141477,610,0,0,4,242549,0.143,0
46,50955,714,15,14,1,2134446,3.491,1
44,84718,694,16,16,3,101511,0.1,1
29,168658,662,0,0,3,561611,0.277,0
55,246846,628,34,9,2,643403,0.217,0
62,18819,834,35,14,0,1484256,6.573,1
35,82756,643,3,3,3,1923081,1.936,1
44,83105,567,14,14,4,1023694,1.027,0
51,83631,784,24,15,1,1872114,1.865,1
39,55259,778,11,6,0,709623,1.07,1
22,42313,612,0,0,2,1930193,3.801,0
22,20195,791,2,2,3,2746782,11.334,0
61,191462,814,29,5,1,530102,0.231,1
56,243052,653,29,8,1,168291,0.058,1
57,191583,656,30,17,0,2228024,0.969,1
54,171187,802,32,19,2,1885007,0.918,1
59,146415,755,29,3,0,71713,0.041,1
39,247431,757,9,9,2,2079428,0.7,1
58,48976,800,33,13,1,1765855,3.005,1
43,152056,629,12,1,0,123959,0.068,0
36,154548,597,9,9,2,62474,0.034,0
64,47530,714,32,2,0,1192076,2.09,1
26,190881,610,0,0,1,2087094,0.911,0
46,118341,742,25,10,2,1833921,1.291,0
42,175980,784,20,11,1,60842,0.029,1
65,183191,677,37,5,1,224222,0.102,1
44,88743,683,24,16,1,2372147,2.228,0
60,36569,683,31,12,0,2034113,4.635,1
41,139062,683,20,19,2,410258,0.246,1
50,107851,539,26,14,3,2397760,1.853,0
31,197931,612,9,7,4,2027358,0.854,1
29,181778,672,5,5,0,2854643,1.309,1
32,51769,850,0,0,1,1038582,1.672,1
46,171583,804,16,15,0,2617997,1.271,1
58,165251,704,36,5,1,2450958,1.236,1
23,84114,764,2,0,0,684034,0.678,1
53,115814,554,19,4,3,715575,0.515,0
35,38634,727,11,11,2,2777546,5.991,0
25,64633,630,3,3,3,2833140,3.653,0
44,183399,672,14,2,3,304184,0.138,1
31,190350,667,0,0,2,959767,0.42,1
53,128442,664,29,7,1,852578,0.553,0
43,25175,628,23,6,2,832018,2.754,0
30,130007,598,3,3,0,775668,0.497,1
63,25598,605,43,17,2,1066169,3.471,0
48,222560,769,25,13,2,678573,0.254,1
59,139888,591,26,16,2,1913614,1.14,0
37,46031,692,3,3,0,1685444,3.051,0
64,178777,595,39,10,2,977976,0.456,0
46,119743,572,14,0,0,1987890,1.383,0
45,50394,636,24,15,0,805240,1.332,1
56,109609,727,29,19,0,430981,0.328,1
32,146507,586,1,1,0,1075461,0.612,0
23,75394,578,0,0,2,1001428,1.107,1
49,117296,638,19,15,0,502837,0.357,1
64,46487,795,32,13,0,2841163,5.093,1
44,24812,782,20,13,1,2170442,7.29,1
39,58397,783,19,7,0,2409279,3.438,1
33,194723,664,10,6,1,1566066,0.67,1
36,246641,775,14,5,1,1898514,0.641,1
60,241079,601,27,11,1,782512,0.27,0
47,193733,598,25,7,2,1922791,0.827,0
26,105175,637,0,0,0,755657,0.599,0
62,142672,616,39,14,0,1020681,0.596,0
30,46442,681,4,4,4,2959687,5.311,0
58,84766,585,29,12,1,2222612,2.185,0
28,45506,690,2,2,0,2226157,4.077,0
38,140032,801,17,12,1,2509145,1.493,1
52,102755,749,20,4,1,1636251,1.327,0
37,44845,683,3,3,2,1919938,3.568,0
62,160196,701,38,11,2,1823222,0.948,1
22,26238,643,0,0,2,2243712,7.126,0
64,209948,662,39,13,1,1715236,0.681,1
40,171061,655,17,0,1,95133,0.046,1
30,248870,679,9,8,2,2343277,0.785,1
29,37650,704,8,2,0,800377,1.772,0
59,171213,583,33,5,0,1802732,0.877,1
61,41793,758,28,13,0,125598,0.25,1
45,35484,803,25,16,1,688831,1.618,1
45,58014,498,20,20,0,2081607,2.99,0
44,205703,709,17,2,1,1842981,0.747,1
26,187675,572,2,1,3,407786,0.181,0
50,102591,832,27,16,2,2386302,1.938,1
30,191995,643,0,0,0,1406698,0.611,1
59,20128,723,34,12,0,1189611,4.925,0
51,245833,584,25,2,0,854659,0.29,0
38,107983,570,12,11,2,1213811,0.937,0
63,45068,747,37,20,2,202449,0.374,1
53,171465,708,27,6,2,1468544,0.714,1
39,72239,743,10,10,3,499336,0.576,1
43,203772,682,13,13,3,2798948,1.145,0
25,93944,622,0,0,0,1993830,1.769,0
46,167553,697,17,8,2,586606,0.292,1
49,39833,661,17,9,1,442958,0.927,1
44,27964,669,13,11,1,403449,1.202,0
26,169210,711,4,4,4,1666083,0.821,0
59,48580,716,33,10,3,1106064,1.897,1
24,24033,739,0,0,1,2389816,8.287,0
62,239176,550,33,14,2,2405355,0.838,1
46,189176,651,16,16,1,113261,0.05,1
35,231970,632,11,3,2,2938688,1.056,1
33,91322,663,2,2,0,2876987,2.625,0
60,128321,687,40,18,2,398460,0.259,1
42,67242,594,20,1,1,2233056,2.767,0
33,212936,617,10,3,2,2916798,1.142,1
59,34913,780,31,14,4,2037049,4.862,0
37,20925,807,13,4,2,1789433,7.126,0
56,182701,667,26,18,0,576610,0.263,1
59,173322,732,25,5,1,53631,0.026,1
45,51944,739,17,14,2,1483918,2.381,0
54,31362,630,31,11,2,2275621,6.047,0
41,48053,591,10,5,1,1260667,2.186,0
45,238881,739,16,16,0,1266570,0.442,1
45,48896,635,22,3,0,871435,1.485,0
42,199709,633,20,3,2,435070,0.182,0
43,193091,719,9,9,0,2630893,1.135,1
45,227902,728,21,0,1,1604582,0.587,1
34,202664,715,13,6,1,1973355,0.811,1
34,51087,575,12,11,1,680626,1.11,1
46,176651,516,26,6,2,2386975,1.126,0
60,128738,689,27,20,1,452057,0.293,0
50,68237,794,29,14,1,1710104,2.088,0
46,80375,622,13,5,1,2760625,2.862,0
58,202693,763,33,10,3,2061487,0.848,0
42,125828,655,10,10,5,681571,0.451,0
59,129216,643,30,5,3,1653010,1.066,0
59,229304,716,26,1,3,365569,0.133,1
54,197572,734,23,17,3,2464680,1.04,1
45,56914,714,19,13,1,359116,0.526,1
56,129481,680,27,13,2,606115,0.39,1
33,237676,634,5,5,2,76761,0.027,0
49,23510,653,23,13,1,2478423,8.785,0
62,179776,726,36,3,1,417989,0.194,1
29,99469,673,1,1,1,951288,0.797,1
35,183812,696,7,7,1,2698966,1.224,1
51,73892,785,28,0,2,1683454,1.899,1
64,133949,715,37,19,2,1272152,0.791,1
47,182522,806,13,6,1,2956597,1.35,0
51,187741,652,18,18,0,1579545,0.701,1
30,242166,850,4,3,4,1219869,0.42,1
57,218983,654,33,5,0,2581986,0.983,0
27,166701,720,0,0,1,1876716,0.938,1
52,34631,715,32,14,1,1743491,4.195,0
31,94576,584,0,0,0,236256,0.208,0
65,98243,687,35,18,0,2156146,1.829,1
48,248229,841,16,4,0,2860244,0.96,1
24,225817,661,0,0,3,2669658,0.985,0
65,50317,609,43,15,1,1929953,3.196,0
51,117901,763,30,18,2,887462,0.627,1
49,235546,678,18,6,3,2779883,0.983,1
53,198686,750,26,4,2,1249048,0.524,1
24,224193,670,3,3,2,128458,0.048,1
46,87999,645,21,16,0,1900041,1.799,1
51,244742,560,26,11,2,94445,0.032,0
51,49709,573,29,5,4,799683,1.341,0
47,167496,702,14,7,1,1828895,0.91,1
45,200285,601,15,14,0,2429553,1.011,0
56,182447,599,25,19,2,514956,0.235,1
51,110697,718,21,16,1,1777998,1.338,1
63,189988,740,36,19,2,2584766,1.134,1
57,248404,577,33,15,2,1464465,0.491,1
65,92670,646,44,1,2,1205609,1.084,1
64,211739,624,44,3,3,2508752,0.987,0
43,159852,791,15,5,2,1226228,0.639,1
55,58852,713,23,13,1,1782706,2.524,1
24,173288,709,2,2,1,765064,0.368,0
48,212996,747,27,19,2,1875610,0.734,0
62,209567,579,34,13,2,2181166,0.867,1
61,98211,644,30,12,3,1857790,1.576,1
62,64558,532,36,18,1,571525,0.738,0
33,47691,688,1,1,3,2238021,3.911,0
21,138906,660,1,1,3,679132,0.407,0
32,25735,591,11,9,2,2401284,7.776,0
63,110019,604,33,1,5,2486786,1.884,0
60,216076,703,36,0,0,1703014,0.657,1
46,107631,749,22,9,3,1085381,0.84,0
43,30527,666,13,4,2,2103000,5.741,0
42,146647,779,10,10,2,213760,0.121,1
48,46118,651,26,3,1,1228633,2.22,0
37,183063,639,16,13,6,1516965,0.691,0
26,124881,737,0,0,1,1815285,1.211,0
34,62442,683,6,6,2,1197994,1.599,0
37,131443,674,11,1,1,696180,0.441,1
58,165298,719,27,0,1,464857,0.234,1
25,227814,771,0,0,0,405470,0.148,1
33,198520,696,13,6,2,122699,0.052,1
29,160703,701,8,1,1,169342,0.088,1
64,236508,758,37,14,4,157215,0.055,1
62,167982,659,33,12,1,447278,0.222,1
46,244924,680,16,9,4,2042371,0.695,0
33,222677,666,0,0,1,2466512,0.923,0
39,211210,707,14,5,1,2351682,0.928,1
37,146857,508,10,1,2,1483078,0.842,1
36,124258,739,7,0,1,1205154,0.808,1
50,189349,704,29,19,0,546775,0.241,1
52,53467,671,22,18,0,2745379,4.279,1
34,90194,657,8,8,2,787152,0.727,1
35,121028,801,14,14,0,1396529,0.962,1
32,169940,799,4,4,1,2585755,1.268,1
57,81556,818,26,4,2,772784,0.79,1
31,87034,790,0,0,1,1663733,1.593,1
25,175654,684,5,1,2,2105734,0.999,1
31,206877,726,7,7,4,1920115,0.773,1
54,175168,726,29,5,1,908384,0.432,1
39,36598,707,17,3,0,2743603,6.247,0
46,177238,609,20,20,0,357503,0.168,1
46,62153,710,12,2,0,1264498,1.695,1
37,20850,646,5,5,4,316340,1.264,0
51,47541,805,25,3,3,1911564,3.351,0
39,21277,632,9,2,3,1838734,7.202,0
64,97284,738,30,8,0,651070,0.558,1
40,18784,585,13,1,1,679337,3.014,0
43,106006,713,10,6,1,2905228,2.284,0
45,150883,624,14,14,0,1515198,0.837,1
48,75889,664,26,8,2,2836033,3.114,0
57,116941,769,29,9,2,2731614,1.947,1
32,185197,748,4,2,0,827474,0.372,0
21,67777,748,0,0,1,2081881,2.56,0
22,104823,712,0,0,0,2610633,2.075,0
30,200668,635,0,0,1,2654882,1.103,1
54,210434,707,20,11,2,204013,0.081,0
52,18901,553,29,13,2,522020,2.302,0
45,248199,737,12,2,0,1178625,0.396,1
30,237510,642,7,2,2,1024639,0.36,0
21,90050,661,0,0,3,2344892,2.17,0
52,125000,658,31,11,3,2054552,1.37,1
57,133802,754,27,7,0,2311773,1.44,1
32,116940,688,4,1,0,338940,0.242,1
38,98913,642,16,12,1,978020,0.824,1
50,240295,567,26,2,3,1731885,0.601,0
33,148783,773,11,0,0,2687121,1.505,1
23,42934,725,0,0,0,789282,1.532,1
41,189169,740,19,9,1,2627183,1.157,1
62,130155,597,39,13,1,943923,0.604,1
34,187220,573,13,13,4,962673,0.428,0
60,159673,636,36,20,1,631998,0.33,0
30,248225,607,10,7,0,540747,0.182,0
22,224599,624,0,0,1,834223,0.31,0
65,103738,746,44,15,2,2833435,2.276,1
57,147903,527,33,0,2,582257,0.328,1
31,125681,579,4,0,1,801095,0.531,0
21,34950,842,0,0,1,2812392,6.706,1
46,211301,693,16,12,0,2764133,1.09,1
62,80550,626,37,5,1,1128589,1.168,0
33,75160,602,0,0,5,2785719,3.089,0
48,111748,674,27,18,2,400531,0.299,1
56,42886,688,26,14,2,1441621,2.801,1
41,219114,753,11,7,0,1624965,0.618,1
30,103114,612,0,0,3,2199358,1.777,0
32,186269,698,4,4,0,2563180,1.147,0
47,21955,572,17,17,1,1961136,7.444,0
23,185251,626,2,2,0,392307,0.176,0
48,185976,561,21,5,2,1966370,0.881,0
22,215574,639,0,0,2,1280367,0.495,0
48,52519,733,25,0,3,1642958,2.607,0
51,211258,695,21,9,3,2989224,1.179,1
63,130710,744,37,1,1,1667003,1.063,1
41,203060,625,18,12,1,2336500,0.959,1
27,107283,686,3,3,1,278496,0.216,1
51,27662,651,23,15,1,1637954,4.934,0
34,242586,641,12,3,3,1069547,0.367,1
59,199955,677,26,18,1,1841775,0.768,1
59,175915,850,35,20,1,258449,0.122,1
29,123654,621,9,3,2,1608132,1.084,0
43,239360,644,16,5,2,2990727,1.041,1
32,193578,683,0,0,0,2699400,1.162,1
49,23968,705,29,11,2,443921,1.543,0
58,208823,731,29,6,1,2489542,0.993,1
59,164053,630,33,14,2,1541565,0.783,0
42,131104,570,19,0,1,2022042,1.285,0
24,84794,669,4,4,1,1531629,1.505,0
27,114692,748,0,0,1,227919,0.166,1
60,112347,748,33,13,2,2024164,1.501,0
28,145463,471,0,0,1,753907,0.432,0
55,140624,631,30,18,4,1146863,0.68,0
29,234348,667,0,0,2,2627691,0.934,1
33,207017,735,10,10,0,556078,0.224,1
59,107415,736,39,14,0,2491379,1.933,1
40,21122,618,16,3,2,1594196,6.29,0
41,243977,780,11,11,1,427469,0.146,1
39,171053,666,11,1,4,1639446,0.799,0
22,150381,694,1,1,1,675824,0.375,1
64,79759,722,35,18,0,396245,0.414,1
60,32969,660,30,3,2,945673,2.39,1
50,170754,767,16,0,1,265456,0.13,1
43,54995,645,11,2,1,701265,1.063,0
60,125095,714,35,17,0,2453293,1.634,1
33,225868,683,1,1,3,2946521,1.087,0
53,140585,661,26,3,4,1512247,0.896,0
52,18606,601,30,9,0,711705,3.188,0
48,139425,834,21,18,1,1038253,0.621,1
44,149745,635,18,7,1,197883,0.11,0
62,121738,559,32,18,1,1021519,0.699,1
48,123460,664,26,16,1,2372422,1.601,1
50,142704,640,20,19,3,168538,0.098,1
61,79223,743,28,7,0,1612753,1.696,1
49,216728,737,28,5,2,926496,0.356,1
54,35235,563,34,0,0,1417358,3.352,0
42,117111,687,16,3,1,282388,0.201,1
45,117246,613,17,13,2,1215546,0.864,1
34,128253,577,1,1,4,165933,0.108,0
30,189009,539,0,0,2,1712991,0.755,0
30,85178,666,0,0,2,81862,0.08,0
28,180470,669,4,4,1,1956054,0.903,1
34,177764,547,3,3,1,1538491,0.721,0
65,139181,782,44,19,4,802294,0.48,1
58,21625,617,35,2,2,582617,2.245,0
52,31101,573,26,20,1,2029036,5.437,0
65,206432,707,36,16,0,1856804,0.75,1
52,221040,442,29,15,0,855145,0.322,0
23,37786,584,0,0,2,1005041,2.217,0
40,119879,765,9,9,2,2190555,1.523,1
33,44665,737,5,5,1,1418981,2.647,0
43,106047,605,15,7,2,2945030,2.314,0
39,83764,779,6,6,3,1027154,1.022,1
36,76499,674,14,12,1,1045986,1.139,1
56,18486,668,27,5,0,2590547,11.678,0
55,190030,660,25,8,1,707849,0.31,0
27,132826,777,0,0,2,2730713,1.713,1
57,186084,749,25,3,2,552861,0.248,1
28,126931,792,0,0,0,2032396,1.334,1
45,199486,765,16,12,2,2320317,0.969,1
43,179514,740,20,14,2,1422880,0.661,1
30,123740,656,4,4,1,703056,0.473,0
50,84846,710,26,10,3,889105,0.873,0
53,52740,682,30,8,0,659957,1.043,1
31,41939,633,3,3,2,1831638,3.639,0
55,173902,769,24,2,4,1783740,0.855,1
47,97119,657,25,8,3,2260269,1.939,1
23,233922,652,0,0,0,2842317,1.013,0
28,52919,617,3,3,1,2128257,3.351,0
33,137797,574,10,10,3,2866427,1.733,0
62,128640,666,30,5,1,2376574,1.54,1
23,61305,731,0,0,1,1844322,2.507,1
40,208775,543,16,2,2,146927,0.059,0
65,85037,723,31,9,1,516149,0.506,1
55,188831,622,28,16,1,653502,0.288,0
33,37395,703,13,3,2,1384931,3.086,0
40,164289,636,9,9,1,51091,0.026,1
44,60483,761,20,13,1,2413304,3.325,0
29,36264,811,5,5,1,2256578,5.186,0
50,183414,595,16,16,0,2116702,0.962,0
45,160569,744,24,4,1,286971,0.149,1
36,41212,648,13,13,0,2143775,4.335,0
28,165774,687,7,7,0,1570546,0.79,1
64,149606,735,30,15,1,1783936,0.994,1
48,225148,578,14,6,1,642799,0.238,0
32,145873,652,5,5,3,862235,0.493,0
44,83503,677,16,16,0,1579007,1.576,0
49,119378,768,19,14,0,2303326,1.608,1
35,197446,704,8,8,1,1392760,0.588,1
38,127332,657,7,7,3,2005783,1.313,1
27,240471,663,2,2,1,2445874,0.848,0
33,81974,843,11,2,0,924971,0.94,1
39,230483,725,10,10,2,353410,0.128,1
63,202538,712,40,0,1,529409,0.218,1
25,200819,778,0,0,5,1904791,0.79,0
46,136583,809,20,18,1,2330073,1.422,1
22,155967,646,0,0,1,2596002,1.387,0
53,88255,755,27,3,0,1608732,1.519,1
57,78744,763,31,15,0,2147311,2.272,1
45,159127,656,12,12,0,148820,0.078,1
45,156829,723,11,9,0,2887733,1.534,1
59,192900,650,26,18,1,478911,0.207,1
50,69312,644,16,7,1,2955607,3.554,0
61,126773,592,27,8,2,1636460,1.076,0
24,152850,654,0,0,0,455574,0.248,1
39,164355,663,11,11,0,2521238,1.278,0
47,192828,751,23,13,1,2143465,0.926,1
59,55257,596,29,15,0,2755246,4.155,1
44,146224,850,24,16,1,2847760,1.623,1
57,131588,731,37,3,2,2084197,1.32,1
45,82887,648,21,16,1,1021982,1.027,0
49,41697,673,28,18,1,2225110,4.447,0
51,85493,502,23,1,2,558952,0.545,0
65,187242,563,41,19,0,1362672,0.606,0
55,193005,587,33,2,2,552423,0.239,0
48,219801,689,16,16,0,343204,0.13,1
58,55159,543,33,8,0,441211,0.667,0
64,39607,546,34,0,0,1236770,2.602,0
24,128254,706,0,0,0,381094,0.248,1
48,151822,770,18,3,1,608321,0.334,1
51,156118,750,28,18,1,2890311,1.543,1
43,170202,711,10,6,2,461112,0.226,1
34,146696,618,5,5,1,1742488,0.99,1
48,60998,594,28,5,0,443836,0.606,0
34,90831,778,11,11,2,808656,0.742,1
21,192907,593,0,0,0,2587869,1.118,0
63,204261,692,40,3,6,2927183,1.194,1
52,64917,528,19,4,1,2782845,3.572,0
61,156579,639,35,2,1,674209,0.359,1
38,221767,579,18,16,2,1192919,0.448,1
25,62731,686,1,1,1,2285328,3.036,0
62,146810,720,33,13,4,2470531,1.402,1
35,240077,549,9,9,3,1910675,0.663,0
62,196638,678,41,14,3,1472342,0.624,0
36,49217,700,15,15,0,1361709,2.306,1
56,74732,601,28,19,4,2602872,2.902,0
56,211438,642,34,3,2,1589785,0.627,0
60,146393,754,27,17,1,1651112,0.94,1
50,87681,806,25,11,2,388922,0.37,0
58,100765,644,34,16,2,1132970,0.937,1
43,80717,686,21,15,2,987111,1.019,1
31,100440,712,7,7,0,2632498,2.184,1
45,73639,807,19,16,2,244200,0.276,1
65,95028,685,39,6,1,2416935,2.119,1
63,149282,631,42,0,2,1550736,0.866,1
22,106604,623,2,0,1,490766,0.384,0
55,56962,708,31,14,2,1679003,2.456,1
44,132446,603,15,10,0,760714,0.479,1
33,77700,720,5,5,0,338380,0.363,1
62,174839,627,30,4,2,521811,0.249,1
57,40975,757,25,11,2,2433610,4.949,1
50,79106,725,27,18,2,1421424,1.497,1
31,220042,671,0,0,3,2979766,1.128,0
43,240179,697,18,3,2,1036667,0.36,1
48,94895,569,26,4,0,2804246,2.463,0
49,223176,624,25,5,1,1114460,0.416,0
35,239075,590,5,5,3,1021493,0.356,0
65,35172,648,39,9,3,1747714,4.141,0
23,166707,627,0,0,0,2789204,1.394,0
29,65899,765,0,0,2,2269549,2.87,0
28,209227,780,3,3,0,712386,0.284,1
53,190069,466,19,1,4,1382094,0.606,0
54,68357,703,34,17,1,2793111,3.405,0
29,172245,850,9,2,2,2067883,1.0,1
37,28052,549,8,3,0,1347510,4.003,0
61,137148,764,30,8,0,2864392,1.74,1
21,174146,752,0,0,2,2494292,1.194,1
60,212327,657,37,14,3,2591837,1.017,1
25,150642,744,2,2,1,998831,0.553,1
50,181612,641,16,2,2,2565761,1.177,0
31,235967,592,0,0,1,2976354,1.051,0
48,225821,850,14,3,0,1190862,0.439,1
58,99122,667,24,4,0,1998006,1.68,1
37,184851,661,13,13,1,356404,0.161,1
43,139169,698,15,15,1,477367,0.286,1
38,92415,711,18,11,0,1208018,1.089,1
57,112869,810,31,7,2,2314383,1.709,1
47,210231,757,18,2,0,289608,0.115,1
45,196077,672,14,14,2,2025338,0.861,1
25,127885,776,2,2,1,88482,0.058,1
39,73337,695,12,12,2,358768,0.408,0
47,130874,627,23,9,1,411446,0.262,0
33,231134,763,11,11,0,2887808,1.041,1
27,179450,583,0,0,0,1235108,0.574,0
46,18531,793,18,11,1,584082,2.627,1
34,124307,749,4,4,1,834117,0.559,1
47,225680,664,22,20,0,562659,0.208,1
28,65288,727,4,4,1,2760647,3.524,0
51,212961,661,30,1,0,1464758,0.573,1
55,209811,725,26,11,1,128857,0.051,1
47,235115,579,16,3,0,1266121,0.449,1
24,170262,675,2,2,3,918983,0.45,0
62,225117,617,29,1,1,408793,0.151,1
24,103799,850,0,0,1,625736,0.502,1
38,232779,695,8,8,2,2740450,0.981,1
43,19273,682,10,10,2,396227,1.713,1
52,121793,680,25,13,1,188655,0.129,1
32,71541,629,10,9,0,2129958,2.481,0
40,237961,729,20,16,0,1040994,0.365,1
65,144310,710,41,6,2,1828142,1.056,1
32,46593,598,7,7,1,2194481,3.925,0
28,198421,660,2,2,0,2857510,1.2,1
42,158476,593,10,7,1,2717618,1.429,0
47,59113,694,19,9,2,1215181,1.713,0
61,29890,691,37,8,1,787301,2.195,0
61,218506,704,28,12,3,1670843,0.637,1
37,79096,621,11,11,2,1959964,2.065,0
52,28947,703,18,1,2,1185559,3.413,0
53,165675,538,24,17,3,2558636,1.287,0
51,198684,683,21,7,1,854875,0.359,1
26,61617,628,0,0,0,975375,1.319,0
59,135933,710,26,19,3,670530,0.411,1
29,204577,734,9,5,1,623789,0.254,0
62,207591,628,31,8,2,346518,0.139,1
52,95425,785,19,0,1,458209,0.4,1
56,218841,498,27,6,1,1661727,0.633,0
36,30225,611,10,10,0,657712,1.813,0
32,168442,620,0,0,3,1371586,0.679,0
61,92550,719,33,8,1,1122546,1.011,1
23,104748,698,0,0,0,2941026,2.34,1
47,213136,631,27,15,1,1657475,0.648,1
47,243232,647,13,13,1,1360688,0.466,1
29,246117,716,3,3,3,1064069,0.36,1
37,26378,608,7,7,2,126893,0.401,0
25,92585,766,0,0,1,961648,0.866,1
46,154567,609,13,9,3,2674052,1.442,1
41,241049,641,15,1,1,2057308,0.711,1
21,20439,725,0,0,0,1529191,6.235,0
21,77638,823,0,0,5,1386034,1.488,1
55,85155,603,25,16,1,2274801,2.226,0
29,220261,688,0,0,1,598659,0.226,1
43,240648,636,22,12,0,2028478,0.702,1
58,199683,563,37,4,1,1925997,0.804,0
61,35711,760,29,13,1,98487,0.23,1
24,101063,826,0,0,2,875390,0.722,1
39,20135,824,18,15,0,70365,0.291,1
57,172005,689,29,10,4,2549099,1.235,0
25,58918,832,3,3,1,276061,0.39,1
48,201771,751,19,11,3,1410767,0.583,0
62,209417,602,38,19,3,820785,0.327,1
43,30201,589,16,7,2,1267008,3.496,0
58,116276,621,35,17,1,1279242,0.917,0
43,162932,558,17,11,2,494538,0.253,1
38,214756,669,14,1,1,2064313,0.801,0
49,232523,613,27,3,1,2230395,0.799,1
48,203998,687,16,16,3,2544232,1.039,1
29,161842,672,0,0,4,2237141,1.152,0
59,51326,802,38,11,0,2348009,3.812,1
30,56158,701,2,2,2,635576,0.943,1
22,86181,633,0,0,0,1676424,1.621,1
33,177104,592,11,2,2,1996609,0.939,0
58,103427,588,35,12,2,2952329,2.379,0
47,178217,807,27,4,3,1083748,0.507,1
61,246860,697,28,8,2,709109,0.239,1
40,138201,526,12,1,2,2314820,1.396,0
60,200397,723,33,4,2,125534,0.052,1
30,162315,824,1,1,4,2682099,1.377,1
36,218192,643,9,9,1,861425,0.329,1
35,248731,725,14,14,2,2160408,0.724,1
33,243661,692,2,2,0,2063827,0.706,1
58,176716,729,33,15,3,2730298,1.288,1
40,61031,805,17,16,0,1626487,2.221,1
44,134081,573,18,12,1,241463,0.15,1
61,122893,682,38,2,0,432906,0.294,1
27,119311,589,0,0,2,514534,0.359,0
43,99665,622,11,4,4,1581169,1.322,0
44,158179,677,15,14,2,684955,0.361,1
49,238597,650,21,10,2,2309228,0.807,1
25,209378,846,0,0,2,1698981,0.676,1
63,234088,749,36,2,3,2493473,0.888,1
65,142518,600,39,7,1,1186929,0.694,1
55,52816,766,23,4,5,1444742,2.28,0
21,29870,742,0,0,1,2735410,7.631,0
56,164489,727,33,9,0,633828,0.321,1
38,237715,708,16,12,1,315836,0.111,1
26,26962,684,0,0,3,415865,1.285,0
43,113946,609,20,6,0,1727271,1.263,0
30,234565,622,0,0,0,2664866,0.947,0
27,53090,723,0,0,4,943473,1.481,0
64,122648,740,37,1,1,107392,0.073,1
28,249593,682,1,1,3,972982,0.325,0
33,125816,659,0,0,2,2111962,1.399,1
50,157283,624,27,12,1,1962546,1.04,0
38,148504,808,9,9,2,1765454,0.991,1
34,188897,678,3,3,0,505666,0.223,1
