Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Loan_Amount,Employment_Type,Education,Loan_Approved
37,228456,681,19,1,43.16,544396,Self-Employed,Bachelor,1
30,96596,701,7,0,41.95,178388,Self-Employed,Master,1
63,187694,655,8,4,26.95,401547,Self-Employed,Bachelor,1
36,208423,716,18,2,33.06,328280,Business,Bachelor,1
24,103191,692,6,1,38.42,871199,Salaried,Bachelor,0
25,70896,642,7,4,52.93,814734,Salaried,Master,0
62,86289,608,25,0,14.62,801837,Business,Master,1
61,208639,742,29,2,67.08,402685,Salaried,High School,1
40,83867,618,22,5,29.58,412413,Business,PhD,1
26,146038,727,8,4,18.52,261945,Self-Employed,Bachelor,1
31,68064,631,13,2,22.95,694441,Salaried,Bachelor,1
37,159773,596,19,5,67.96,34573,Self-Employed,High School,0
61,32845,596,27,5,14.17,641247,Salaried,Bachelor,1
23,47398,666,2,5,44.06,697711,Business,PhD,1
36,145773,700,11,5,62.93,507987,Salaried,Master,1
56,136233,729,4,2,46.91,566047,Salaried,Bachelor,1
46,213620,620,1,4,24.65,245376,Salaried,High School,0
44,111745,693,2,0,22.47,278354,Salaried,Bachelor,1
54,209602,747,11,6,64.27,312185,Contract,Master,1
40,42119,715,6,4,9.5,291538,Self-Employed,Bachelor,1
37,170575,797,19,3,40.74,986514,Salaried,Master,1
40,73694,739,9,2,12.5,678012,Salaried,Master,1
36,98524,625,18,0,11.27,26533,Salaried,Master,0
24,88192,670,6,1,35.67,649445,Self-Employed,Bachelor,1
38,174315,721,15,6,16.05,29601,Contract,Bachelor,1
56,89004,810,21,1,7.0,807985,Business,High School,1
55,124030,650,10,1,32.39,402948,Contract,PhD,1
50,215892,580,19,5,48.22,517163,Salaried,Master,0
38,122606,729,20,1,46.61,829077,Salaried,Bachelor,1
41,129922,740,13,6,37.56,132149,Salaried,High School,1
52,120616,661,1,2,37.06,160391,Business,Bachelor,1
25,52837,705,4,1,13.69,409694,Salaried,Bachelor,1
61,40452,606,15,2,64.57,808685,Self-Employed,High School,0
43,173794,670,16,0,38.21,28983,Salaried,Master,1
50,149523,751,16,2,21.84,761957,Business,Master,1
47,130827,664,3,2,52.16,782247,Business,High School,1
35,156551,546,17,3,42.57,887618,Salaried,Bachelor,0
61,37293,577,17,4,66.32,209828,Business,High School,0
34,104720,681,16,4,25.4,6006,Salaried,Bachelor,1
41,112685,652,23,0,9.56,260850,Self-Employed,Bachelor,1
54,143862,634,10,1,19.08,6659,Salaried,Bachelor,1
46,175312,714,16,0,40.91,597351,Contract,Bachelor,1
45,173024,761,23,5,26.1,558148,Business,Bachelor,1
65,29059,543,12,4,57.0,669900,Self-Employed,Master,0
51,71953,634,6,3,8.87,353096,Self-Employed,Master,1
26,23808,588,3,1,23.24,175014,Salaried,Bachelor,1
24,191735,654,6,3,38.83,743456,Contract,Bachelor,1
44,235129,725,26,5,69.43,992306,Self-Employed,Master,0
62,97961,676,22,0,24.69,418319,Self-Employed,High School,1
51,32838,610,26,6,19.98,906033,Business,Bachelor,1
39,146392,723,0,6,6.43,933590,Salaried,Master,1
31,133169,651,13,2,25.82,196705,Contract,High School,0
49,175001,673,6,2,31.59,15523,Contract,PhD,1
25,236905,701,4,0,56.32,173575,Salaried,Bachelor,1
38,201317,745,9,2,68.34,576635,Salaried,High School,0
23,36708,657,5,0,54.41,980191,Salaried,Bachelor,0
60,147432,819,12,3,27.1,217233,Salaried,Master,1
31,144098,662,13,0,23.59,857145,Self-Employed,Bachelor,1
41,40664,506,18,2,61.49,95605,Contract,Bachelor,0
50,106062,621,3,2,19.54,658279,Self-Employed,Bachelor,0
39,96975,672,7,2,55.51,25498,Salaried,Master,0
45,53724,735,15,3,56.45,57806,Salaried,Master,0
55,106407,794,8,4,30.88,385321,Salaried,Bachelor,1
32,26601,706,0,3,31.33,611248,Self-Employed,High School,0
46,113034,695,26,4,32.27,382838,Business,Master,1
25,189752,685,5,5,37.16,519263,Salaried,Bachelor,1
39,50065,744,19,1,39.53,288285,Self-Employed,Master,1
47,103299,738,25,5,6.96,662875,Self-Employed,Bachelor,0
58,109410,569,19,5,46.44,985957,Salaried,Master,1
49,118293,547,1,6,45.11,616085,Self-Employed,PhD,0
32,24583,694,8,6,6.67,428249,Salaried,Bachelor,1
39,154106,653,17,1,36.21,758845,Self-Employed,High School,0
29,24438,639,11,0,20.25,973289,Salaried,Master,1
38,156811,719,5,0,15.85,244664,Self-Employed,Bachelor,1
49,176894,718,16,0,41.13,790293,Salaried,Bachelor,0
23,70785,648,5,4,60.79,271294,Salaried,Bachelor,0
43,149140,605,21,5,38.47,129496,Contract,High School,0
50,116067,520,0,1,26.39,189696,Salaried,Master,1
44,38379,566,23,5,66.08,909565,Business,Bachelor,0
57,26640,696,14,6,31.62,531646,Salaried,PhD,1
57,95642,738,25,4,52.33,823145,Salaried,Master,0
24,55118,760,6,6,25.58,520625,Business,Bachelor,1
48,72708,614,7,0,45.09,373513,Salaried,High School,1
36,20628,756,18,6,7.26,473486,Contract,High School,1
33,216660,632,15,2,32.96,552760,Salaried,Bachelor,1
28,103730,663,0,4,50.68,588940,Contract,High School,1
45,75228,772,0,1,20.72,371922,Salaried,Master,0
22,26352,685,4,1,11.85,328932,Salaried,High School,1
50,185401,663,14,4,38.58,691361,Salaried,Master,0
60,217846,671,10,2,69.02,529947,Contract,Bachelor,1
23,148553,655,5,2,46.32,343613,Salaried,Master,1
43,139429,730,12,5,49.38,778190,Salaried,Master,0
49,164634,593,25,1,39.11,644885,Self-Employed,Master,0
61,87283,711,12,2,58.97,427869,Self-Employed,Bachelor,0
50,145499,562,9,0,10.69,970503,Salaried,Bachelor,0
31,179172,850,2,5,45.9,359201,Business,Bachelor,1
41,80380,763,18,6,21.57,801626,Salaried,Bachelor,1
47,89282,712,12,3,9.1,77401,Contract,High School,1
44,24707,696,7,2,62.5,228996,Self-Employed,Bachelor,1
51,92482,611,26,4,51.44,22904,Salaried,Bachelor,1
50,198571,753,24,5,24.13,525712,Salaried,PhD,1
21,81273,724,3,5,36.7,91996,Salaried,Bachelor,1
21,99484,452,3,4,8.88,331393,Self-Employed,Master,1
28,66574,713,8,5,16.16,924422,Contract,Bachelor,1
62,31478,723,6,0,29.81,357561,Business,Master,1
54,27084,701,4,4,54.7,186872,Salaried,Bachelor,1
36,237027,598,18,2,11.98,222485,Self-Employed,Bachelor,1
47,120601,524,1,2,69.93,594591,Self-Employed,High School,0
24,24341,754,6,3,64.87,179239,Self-Employed,Bachelor,0
39,100263,575,18,3,11.38,724703,Business,Master,1
49,90938,659,30,2,35.72,182662,Salaried,Bachelor,1
61,152379,634,17,5,65.6,983485,Salaried,Bachelor,0
23,30631,720,3,6,26.61,271222,Self-Employed,Master,1
31,82891,555,13,2,37.5,101158,Salaried,Bachelor,1
28,60885,533,10,4,29.45,477109,Salaried,High School,0
59,106952,784,13,4,33.75,246162,Salaried,Bachelor,1
53,147429,595,21,0,55.59,970793,Salaried,Bachelor,0
28,209288,700,10,2,53.97,603738,Salaried,Bachelor,1
45,221109,695,9,1,39.23,590571,Business,High School,1
44,26040,592,20,0,57.34,161365,Salaried,Master,0
46,21863,737,19,6,26.71,761625,Contract,Bachelor,1
46,159495,804,0,1,34.86,587275,Self-Employed,Bachelor,1
37,130302,648,8,4,31.35,781826,Business,Bachelor,0
47,219811,660,23,0,19.36,348935,Business,Bachelor,1
49,30614,672,7,6,43.63,639261,Salaried,Master,1
63,196593,737,20,3,21.77,909197,Self-Employed,Master,1
59,173890,697,6,3,39.99,227779,Salaried,Bachelor,1
29,40850,649,8,0,46.23,198785,Salaried,High School,1
34,173972,700,16,2,55.01,378427,Business,Bachelor,1
25,135427,640,6,2,55.23,501418,Salaried,Master,0
50,139248,687,19,3,19.56,567271,Salaried,Bachelor,1
48,40842,749,27,3,41.81,790067,Salaried,High School,1
65,158358,672,13,6,25.21,561758,Salaried,Bachelor,1
57,87193,639,22,1,67.02,501576,Self-Employed,High School,1
28,92033,658,10,1,30.97,893537,Contract,Master,0
35,28679,601,17,4,57.27,477348,Salaried,High School,0
48,83379,614,30,6,29.28,528613,Salaried,High School,0
56,133583,675,6,0,18.53,84490,Salaried,Bachelor,1
53,142845,635,20,6,13.11,567291,Self-Employed,High School,1
26,80489,689,4,6,26.24,67600,Contract,Bachelor,1
32,127892,742,2,2,24.28,436687,Salaried,Bachelor,1
27,124675,768,9,3,45.75,841443,Salaried,Bachelor,0
65,66259,636,26,1,67.53,121501,Salaried,Bachelor,0
48,93509,663,1,2,6.49,197012,Business,Bachelor,1
27,54670,725,9,6,8.7,547537,Self-Employed,Master,1
61,218447,747,18,4,36.59,63791,Salaried,High School,1
21,172364,578,3,1,57.32,802125,Salaried,Bachelor,0
44,59519,607,9,4,21.45,376284,Business,Master,1
65,63381,713,13,0,51.77,41268,Salaried,Master,1
39,34673,673,21,6,44.22,971379,Salaried,High School,1
52,70543,589,24,2,23.18,267541,Salaried,Bachelor,1
50,216896,638,9,6,35.76,908105,Business,Bachelor,0
21,50266,737,3,3,59.05,328176,Salaried,Bachelor,1
52,198702,754,11,1,47.35,437227,Salaried,PhD,1
40,116491,706,12,5,49.75,766416,Salaried,Master,1
41,80843,651,23,1,15.93,527854,Business,Master,1
39,237634,555,21,5,26.42,775256,Salaried,High School,0
50,165465,735,10,4,52.84,35120,Salaried,High School,1
48,151863,763,19,2,21.13,478066,Business,High School,1
52,134846,638,7,1,43.23,604955,Contract,Bachelor,0
50,117018,769,22,6,12.13,501116,Contract,Master,1
43,245311,597,1,3,59.14,804060,Salaried,Bachelor,1
47,125120,721,29,5,69.39,424364,Salaried,Bachelor,1
57,194695,652,9,5,22.04,33530,Salaried,Master,1
46,112145,622,18,1,40.77,766868,Business,Bachelor,0
23,131226,601,5,2,54.66,264138,Salaried,PhD,0
51,44042,668,7,0,10.19,282455,Business,PhD,1
22,42755,631,4,3,18.96,414917,Salaried,Bachelor,0
30,208298,639,12,1,11.25,170154,Salaried,Master,1
58,244863,697,28,1,36.52,214104,Business,Bachelor,1
39,203036,768,14,2,41.55,551963,Business,Bachelor,1
51,169242,769,29,0,49.99,423514,Salaried,High School,1
49,218702,519,24,4,45.89,63160,Self-Employed,High School,1
45,29666,761,0,4,46.7,128842,Business,High School,1
52,224272,574,6,5,17.43,406382,Salaried,Bachelor,0
37,200231,725,19,0,65.49,751809,Salaried,Master,0
65,60096,571,14,4,27.67,950197,Salaried,Master,0
43,248582,691,17,2,22.72,534180,Salaried,High School,1
38,157554,769,18,1,36.87,37016,Salaried,Master,1
31,208200,569,9,6,64.15,432000,Salaried,Master,1
40,73228,707,22,0,53.16,710337,Contract,Bachelor,0
33,125223,670,15,1,9.4,601728,Salaried,Bachelor,1
44,189595,828,19,2,67.41,982660,Business,Bachelor,1
63,245170,618,22,6,21.76,756276,Salaried,Master,0
40,65498,701,3,1,32.38,479113,Salaried,Bachelor,1
62,36008,792,20,4,44.7,583506,Contract,High School,1
48,69509,601,18,0,67.74,661792,Self-Employed,Master,1
55,155010,728,14,4,65.24,908257,Salaried,Bachelor,1
41,179238,751,23,1,33.69,740650,Self-Employed,Bachelor,1
26,239075,766,3,5,9.06,101274,Salaried,Bachelor,1
27,108325,659,9,5,22.69,629453,Salaried,Master,1
49,249473,615,23,4,25.65,155130,Business,Bachelor,0
43,98328,674,13,0,37.55,688387,Salaried,PhD,1
25,48988,746,7,1,11.16,540285,Salaried,Bachelor,1
42,42770,544,21,1,54.22,947071,Contract,Bachelor,1
29,171567,636,2,3,55.84,242735,Salaried,Master,1
52,103657,599,3,1,59.58,629773,Salaried,Bachelor,0
30,134595,681,5,3,66.31,657493,Salaried,Master,0
63,200749,766,5,4,57.89,964794,Salaried,Bachelor,1
48,105112,708,9,2,58.68,928755,Self-Employed,Bachelor,0
31,85926,620,1,2,32.82,458972,Salaried,Bachelor,1
27,40289,795,9,4,50.13,942703,Salaried,High School,1
50,145214,799,5,6,16.94,221386,Salaried,High School,1
63,72764,698,1,1,63.14,167215,Self-Employed,PhD,1
65,237530,639,9,3,21.24,243518,Self-Employed,Bachelor,0
58,130416,632,29,0,52.12,804119,Salaried,High School,0
54,241647,682,28,6,56.57,668746,Salaried,Master,1
48,247014,672,30,5,5.54,379655,Self-Employed,Master,1
52,29457,584,3,3,8.25,390918,Business,Master,0
36,92270,666,18,1,31.64,116403,Salaried,Bachelor,0
59,217019,640,11,6,38.45,552102,Contract,High School,0
21,195931,726,3,5,69.01,311125,Business,Bachelor,0
54,124957,680,16,2,18.6,313325,Salaried,High School,1
61,209677,724,1,6,51.66,584339,Salaried,High School,0
43,236581,701,16,2,15.21,286341,Contract,Bachelor,1
40,231692,571,17,2,26.39,220812,Business,Bachelor,1
38,222885,558,7,2,40.51,474237,Salaried,Bachelor,1
38,124116,663,20,1,47.42,968203,Business,Bachelor,0
62,148077,564,23,5,17.78,299700,Salaried,Bachelor,1
60,119304,727,8,5,27.03,202804,Business,PhD,1
41,92720,664,11,1,41.08,461275,Self-Employed,PhD,1
28,178537,739,10,4,13.39,71667,Self-Employed,Master,1
54,153488,782,8,0,8.89,834030,Contract,Bachelor,1
31,160605,580,5,0,41.26,18200,Salaried,Bachelor,1
63,76641,680,22,5,20.93,839946,Salaried,Bachelor,1
63,174317,767,2,1,59.09,606981,Salaried,Master,1
30,231511,686,2,2,48.38,926550,Self-Employed,Master,1
28,109364,691,10,2,29.69,222651,Salaried,Master,1
28,138626,610,9,4,16.38,621402,Self-Employed,High School,1
39,131963,657,2,1,12.19,688308,Salaried,Bachelor,0
21,161555,713,3,4,57.74,427360,Self-Employed,Master,0
23,192478,750,5,4,42.45,451618,Salaried,Master,1
64,126019,615,3,4,15.32,77119,Salaried,High School,1
52,112840,719,10,1,32.5,859244,Salaried,PhD,1
36,192204,678,18,5,22.59,932335,Self-Employed,Bachelor,1
50,81182,707,23,5,10.31,64552,Salaried,Bachelor,1
48,167283,618,14,3,6.15,660557,Contract,Bachelor,0
48,20646,707,30,1,15.04,222995,Business,High School,0
36,131509,741,18,6,64.42,456764,Salaried,Bachelor,1
61,240017,707,25,3,64.49,765943,Salaried,Bachelor,1
53,29435,587,13,2,7.03,79466,Business,Master,1
45,50099,775,18,2,28.55,970262,Salaried,PhD,0
38,41535,636,14,6,65.77,783307,Self-Employed,Master,0
46,153522,658,4,1,67.74,814104,Business,High School,0
26,106811,697,6,5,65.9,917998,Business,Master,0
58,113400,702,7,3,47.31,489226,Business,Bachelor,1
64,88437,789,26,0,11.63,702855,Salaried,Bachelor,1
23,60769,520,5,0,60.26,714536,Contract,Bachelor,0
63,189684,720,6,1,36.97,87957,Salaried,Bachelor,1
26,38117,737,8,3,45.82,663011,Business,Bachelor,1
34,187904,689,16,3,11.31,727973,Contract,Master,1
38,183369,658,20,2,41.73,159587,Salaried,High School,1
36,175117,586,17,1,21.61,251339,Salaried,Master,1
44,63829,700,13,0,10.46,687161,Salaried,Bachelor,1
33,88418,837,15,0,49.94,760973,Salaried,Master,1
21,158815,789,3,1,47.61,687033,Salaried,High School,1
58,195639,687,20,1,23.69,946316,Self-Employed,Master,1
34,127859,609,16,0,37.61,557266,Business,Bachelor,0
37,126947,746,3,2,32.64,376606,Self-Employed,PhD,1
33,112825,714,4,4,52.5,952341,Salaried,Master,1
33,31279,527,11,6,13.96,702522,Salaried,Bachelor,0
29,214515,572,11,2,35.28,778569,Salaried,High School,1
26,140547,850,8,2,61.14,532015,Salaried,High School,1
26,241726,593,8,0,11.42,160582,Salaried,PhD,1
50,185634,668,26,4,51.09,30459,Salaried,Master,0
57,219502,741,6,1,27.61,756478,Self-Employed,Bachelor,1
34,122128,675,16,6,19.9,730913,Salaried,Master,1
24,42007,639,6,5,38.49,135221,Salaried,Master,1
54,91562,756,2,0,48.21,651660,Business,Master,1
22,66863,720,4,5,47.03,620656,Salaried,Master,0
37,38802,714,13,4,26.68,624170,Business,Bachelor,1
62,144454,604,17,1,50.83,168155,Salaried,Bachelor,1
34,42504,680,16,6,11.04,853971,Business,Bachelor,1
37,30346,770,2,6,67.84,91985,Salaried,Master,1
50,59542,682,27,4,38.39,25677,Business,PhD,1
63,120403,673,12,6,64.46,273046,Salaried,Bachelor,0
49,137919,658,9,6,52.67,785680,Self-Employed,Bachelor,0
27,198552,738,9,3,60.15,123022,Business,PhD,1
29,199271,664,11,6,56.97,443323,Salaried,Master,0
43,56538,686,25,3,10.41,565168,Business,Master,0
56,89544,572,19,5,58.35,289153,Salaried,High School,0
34,175604,700,8,4,55.51,981318,Business,Bachelor,1
40,136851,589,18,3,29.03,816529,Business,Bachelor,1
37,23309,715,19,0,16.2,807234,Salaried,High School,1
52,37418,620,17,5,56.78,434404,Business,Bachelor,1
45,119014,628,19,3,65.58,69443,Salaried,Master,0
50,219365,640,4,0,64.12,50635,Salaried,High School,0
47,91064,685,29,6,24.56,973412,Self-Employed,PhD,1
47,232575,715,27,4,23.43,958256,Self-Employed,Bachelor,1
51,102336,798,20,2,27.34,712226,Salaried,Bachelor,1
65,89982,739,4,1,54.42,937928,Salaried,Master,1
46,69807,688,9,6,23.2,759221,Business,High School,1
34,216515,737,5,1,67.25,696522,Business,Master,0
41,112688,606,8,2,66.63,794231,Salaried,Bachelor,0
48,77004,690,25,6,52.79,300287,Business,Master,1
35,172473,829,4,5,45.28,317576,Business,Master,1
50,61878,584,15,3,64.49,886009,Self-Employed,High School,0
45,65283,742,0,1,17.56,231644,Salaried,Master,1
31,225740,698,1,6,48.27,979165,Salaried,High School,1
64,213008,602,5,5,20.74,465976,Self-Employed,Master,1
31,212430,660,13,4,26.71,262847,Contract,Bachelor,1
48,173840,761,8,0,41.5,489245,Salaried,Master,1
25,63703,820,7,0,52.42,724691,Self-Employed,Bachelor,1
48,190762,748,9,6,20.24,634132,Salaried,PhD,1
28,98195,706,9,0,68.02,949174,Salaried,Master,0
46,70409,639,1,6,8.52,456199,Business,Bachelor,1
26,155794,697,1,0,55.07,722874,Salaried,Bachelor,1
52,190525,683,1,5,31.09,740380,Salaried,PhD,1
52,44344,648,10,1,26.56,619665,Self-Employed,High School,1
32,149889,522,14,6,34.19,358750,Business,Bachelor,0
26,86923,617,4,6,11.31,505351,Contract,Bachelor,1
33,85665,630,14,5,66.92,889177,Business,Bachelor,0
59,85218,680,3,1,59.18,284872,Business,Bachelor,1
60,133836,632,6,1,57.21,230408,Salaried,Master,0
64,39265,775,2,4,27.31,590984,Contract,Master,1
54,84222,749,8,1,26.25,229750,Self-Employed,High School,1
43,41695,604,25,5,5.8,213290,Self-Employed,Master,1
61,180022,654,8,5,13.37,65010,Salaried,Bachelor,1
65,143341,649,18,0,47.66,40916,Business,PhD,1
37,218033,682,7,2,14.27,357290,Business,Bachelor,1
65,29674,729,1,4,48.12,820707,Self-Employed,High School,1
21,187481,661,3,2,41.61,408160,Business,Bachelor,0
27,236379,643,9,4,26.05,693490,Salaried,Master,1
33,137844,771,2,4,61.98,383246,Salaried,Master,1
34,71652,586,6,2,24.38,265293,Salaried,Master,1
37,82274,796,8,2,20.57,658747,Self-Employed,Bachelor,1
50,100391,736,6,1,25.04,624105,Self-Employed,Bachelor,0
54,203205,701,25,6,37.23,920088,Salaried,PhD,0
47,72121,598,7,5,15.26,926061,Contract,Master,1
45,179455,809,14,6,7.33,586868,Salaried,Bachelor,1
64,63583,782,10,2,26.29,166830,Self-Employed,Bachelor,1
55,73196,604,29,6,42.27,381348,Salaried,Bachelor,1
29,145375,736,5,0,55.68,524390,Salaried,Bachelor,0
26,246548,645,8,6,38.86,957926,Business,High School,1
46,98450,691,18,2,18.62,725714,Salaried,Master,1
58,58526,760,11,3,22.46,866196,Contract,Bachelor,1
59,99689,713,12,2,34.82,92635,Self-Employed,Master,0
47,236704,784,22,6,23.79,273097,Business,Bachelor,1
60,119838,786,21,6,58.86,661424,Self-Employed,High School,1
51,61098,826,24,2,41.49,590457,Salaried,PhD,1
23,140132,598,5,4,26.43,567319,Salaried,Bachelor,1
44,172060,828,22,5,68.32,80808,Self-Employed,High School,1
35,152992,563,17,1,43.03,786813,Business,High School,1
26,67296,752,8,6,39.27,586757,Business,Bachelor,1
31,202705,638,7,5,69.12,764684,Business,Bachelor,0
50,107364,807,25,4,66.25,390912,Salaried,Bachelor,1
55,21533,757,10,4,43.67,964185,Self-Employed,Master,1
58,163707,699,26,0,60.33,385398,Salaried,Master,1
63,59867,682,13,2,14.68,803150,Business,Master,1
60,191940,752,28,0,63.1,482350,Salaried,Bachelor,1
49,40630,681,16,1,23.29,303121,Salaried,High School,1
43,103460,832,3,4,10.31,587317,Salaried,Master,1
62,238454,644,5,4,20.83,956976,Salaried,Bachelor,1
62,175863,708,28,2,6.93,915566,Business,Bachelor,1
23,183323,767,1,0,60.72,642297,Business,Bachelor,0
46,45936,598,3,4,31.32,7663,Contract,Bachelor,0
34,241827,731,16,3,49.74,277625,Salaried,Bachelor,1
39,29104,722,21,5,55.62,547585,Business,High School,1
41,52890,696,15,1,6.64,420498,Self-Employed,High School,1
41,94397,525,2,1,33.06,704542,Salaried,PhD,0
29,148235,715,11,3,50.96,532934,Contract,High School,1
33,216661,569,15,6,69.61,238546,Self-Employed,High School,0
61,52115,786,8,2,63.37,257588,Salaried,Bachelor,1
64,125296,524,3,0,57.44,859751,Business,Bachelor,0
57,241005,801,20,2,18.45,772201,Salaried,Master,1
58,24630,613,4,5,7.65,507920,Contract,Bachelor,1
65,81719,607,14,6,42.18,429682,Salaried,Bachelor,1
65,193328,636,20,5,58.09,24280,Salaried,Master,0
44,169946,624,19,1,65.01,687273,Salaried,High School,0
58,90195,741,0,2,29.45,794870,Salaried,Bachelor,0
31,81997,640,13,3,11.14,656582,Salaried,Bachelor,1
49,24304,693,8,1,53.6,61563,Salaried,Master,1
65,121050,629,28,4,63.98,462179,Business,High School,1
64,236654,734,27,1,58.94,778506,Salaried,High School,0
58,158258,802,21,1,5.79,265080,Salaried,High School,1
61,134302,605,20,0,58.17,753293,Business,Bachelor,0
37,104292,663,6,2,55.3,706170,Salaried,High School,1
46,90928,658,23,5,67.89,113104,Salaried,Bachelor,0
46,163712,562,19,3,38.85,806257,Self-Employed,Bachelor,1
32,62086,614,14,5,40.87,427925,Salaried,High School,0
38,135845,581,11,4,45.38,866008,Business,Master,0
29,243000,691,11,5,29.26,179538,Salaried,Bachelor,1
23,90388,734,5,4,65.68,749802,Salaried,High School,0
30,65559,551,5,6,7.01,623567,Salaried,Master,0
63,54592,663,25,6,24.72,184589,Self-Employed,High School,1
22,26816,681,4,6,65.87,930005,Business,Bachelor,0
28,108091,717,10,5,23.27,834081,Self-Employed,Bachelor,1
63,42633,707,9,0,50.56,322236,Business,Bachelor,1
38,76872,750,20,3,36.07,50547,Contract,High School,1
59,129370,701,12,0,68.4,430222,Self-Employed,Bachelor,1
51,199446,606,14,1,38.73,495390,Salaried,Bachelor,0
34,193188,673,16,1,24.83,216214,Salaried,Bachelor,1
59,239732,726,21,1,29.69,108651,Salaried,Master,1
53,27453,628,13,1,5.17,579766,Business,Master,1
49,48333,722,4,1,59.43,70960,Self-Employed,Master,1
64,25209,659,25,4,9.19,696735,Self-Employed,High School,1
53,38487,680,9,5,7.95,546790,Contract,Bachelor,1
55,89378,635,19,2,40.07,244252,Salaried,Bachelor,1
22,238580,722,4,3,31.79,310943,Salaried,Master,1
55,77844,651,0,3,55.69,193113,Salaried,Bachelor,1
52,79403,653,16,0,6.38,78538,Salaried,Bachelor,1
56,184998,633,18,0,48.64,557124,Salaried,Bachelor,1
43,96569,739,3,1,50.29,54464,Business,Bachelor,1
25,235607,731,7,0,13.55,292689,Salaried,Bachelor,1
36,237318,683,18,1,65.27,251417,Self-Employed,Bachelor,1
60,32812,701,24,6,45.03,84243,Business,High School,1
44,224237,690,4,4,26.46,592283,Self-Employed,Bachelor,1
60,147896,595,27,0,47.59,390239,Self-Employed,High School,1
48,99696,651,21,4,22.94,10518,Contract,High School,1
45,69935,735,2,2,54.32,336877,Salaried,High School,0
27,231163,621,9,1,32.76,773372,Salaried,Bachelor,0
58,162951,661,25,3,36.03,265798,Salaried,Master,1
27,142792,720,9,5,11.68,232310,Salaried,Bachelor,1
42,32369,561,24,0,59.29,704491,Self-Employed,Bachelor,0
42,246435,759,11,4,23.5,556095,Business,Master,1
47,230167,774,1,2,61.29,426121,Self-Employed,Bachelor,0
53,129618,670,2,1,45.29,406415,Salaried,Master,1
65,211440,672,10,1,38.05,266779,Salaried,High School,1
52,235222,614,14,4,23.96,851420,Contract,Bachelor,1
59,213696,726,25,4,57.0,962654,Salaried,PhD,0
52,94022,649,13,3,61.16,560920,Salaried,Bachelor,1
21,90807,658,3,2,69.81,8283,Salaried,High School,1
30,247666,711,11,5,41.07,505377,Salaried,Bachelor,1
65,226142,618,6,0,19.23,570434,Business,Bachelor,1
24,201481,579,6,6,21.74,994978,Business,Master,0
49,83803,720,5,3,16.5,362883,Salaried,Bachelor,1
27,122765,699,5,0,57.39,153729,Salaried,Bachelor,0
58,248991,543,18,1,8.65,467109,Business,Master,0
26,50049,528,8,3,61.01,175264,Salaried,High School,0
31,37885,619,13,1,62.52,6882,Salaried,High School,0
29,118355,817,11,5,24.86,466679,Salaried,High School,1
50,169040,571,10,5,43.48,857981,Salaried,High School,0
42,84990,701,10,4,30.32,838297,Business,Bachelor,1
59,70753,668,27,4,5.25,747678,Contract,Master,1
29,231752,556,11,5,14.68,820784,Business,Bachelor,0
58,201902,525,26,0,29.27,737100,Business,Bachelor,1
53,227351,617,26,0,18.73,789670,Self-Employed,Bachelor,0
46,104024,680,6,5,55.99,600336,Business,High School,1
36,80525,850,18,3,60.41,791996,Salaried,Bachelor,1
29,127312,850,11,2,12.95,123461,Business,High School,1
43,206042,710,8,3,39.17,448666,Business,High School,0
35,73193,707,17,3,20.13,384370,Salaried,High School,1
39,229157,683,21,4,56.44,282293,Contract,PhD,0
62,179638,611,8,2,18.83,319654,Salaried,Bachelor,1
36,156617,625,14,3,10.64,277148,Self-Employed,High School,1
45,187492,592,11,2,61.95,530812,Contract,Bachelor,0
55,130247,612,13,0,60.82,858455,Self-Employed,Bachelor,0
33,54590,706,1,1,62.11,92151,Contract,Master,1
27,175021,617,9,4,39.51,579940,Contract,Bachelor,1
54,200933,612,30,2,32.62,291627,Salaried,Master,1
34,190080,654,16,6,27.34,798188,Self-Employed,Master,0
43,20556,591,15,4,20.81,517802,Salaried,Bachelor,1
43,68735,618,22,1,12.65,462672,Business,Bachelor,0
37,182827,607,19,0,10.65,655434,Business,High School,1
33,211654,629,2,2,58.03,567218,Business,High School,1
47,57356,850,13,5,57.76,357587,Salaried,Bachelor,1
22,111797,682,1,0,69.59,269122,Salaried,Bachelor,0
57,248685,743,16,3,53.23,575029,Salaried,Bachelor,0
50,52034,674,6,1,63.82,380230,Self-Employed,Master,0
24,206071,568,4,2,57.69,513546,Self-Employed,Bachelor,0
50,193154,729,0,3,63.46,704406,Salaried,Bachelor,1
23,84462,653,5,2,44.83,202482,Contract,High School,0
34,232748,650,16,3,66.11,979328,Contract,PhD,0
31,41671,686,13,4,27.65,291312,Contract,High School,1
60,36877,696,30,3,54.61,466771,Business,Bachelor,0
43,43481,783,13,1,54.63,863799,Self-Employed,Bachelor,0
61,26082,668,12,4,64.93,902079,Salaried,Master,0
52,56551,585,21,6,45.8,149843,Salaried,Bachelor,0
23,25773,677,5,1,48.3,769763,Self-Employed,High School,1
62,197905,763,25,0,12.16,993414,Self-Employed,Master,1
21,189150,695,3,5,69.9,77378,Business,High School,1
29,141067,676,1,4,60.84,219619,Salaried,PhD,1
29,42762,565,11,5,12.84,223513,Salaried,High School,1
32,221609,751,14,4,21.5,748082,Salaried,Master,1
21,138880,804,3,4,22.75,802327,Self-Employed,Bachelor,1
