age,income,credit_score,loan_amount,experience_years,debt_to_income,employment_type,existing_loans,dependents,savings,property_owned,loan_approved
26,196475,425,163032,0,0.19,Self-Employed,4,2,562901,No,Yes
32,54365,419,391434,4,0.49,Salaried,4,1,508802,Yes,Yes
60,80188,727,579497,37,0.65,Business,5,2,557720,Yes,Yes
56,225132,489,635690,30,0.26,Contract,5,2,666489,Yes,Yes
35,116633,727,261098,10,0.62,Contract,5,3,236169,Yes,Yes
48,175745,501,57645,25,0.31,Business,2,2,909075,Yes,Yes
65,81471,358,350652,36,0.25,Business,2,1,122884,Yes,Yes
38,166228,522,676746,11,0.38,Contract,4,2,857837,Yes,Yes
22,75287,791,572349,0,0.34,Contract,2,1,917099,No,Yes
33,150717,310,894254,6,0.64,Contract,3,4,722468,No,No
65,77076,811,413113,40,0.35,Contract,5,4,615323,Yes,Yes
35,243657,609,187090,12,0.23,Business,4,3,437084,No,Yes
40,134475,333,494124,18,0.6,Salaried,2,0,443021,No,Yes
49,224423,639,207446,20,0.7,Salaried,5,4,85825,Yes,Yes
62,68151,780,973217,36,0.47,Business,5,0,727452,Yes,Yes
49,85384,392,161375,23,0.21,Salaried,3,1,473539,No,Yes
23,117865,432,298880,0,0.21,Salaried,3,0,905990,Yes,Yes
39,51541,718,407752,17,0.09,Self-Employed,2,2,759018,Yes,Yes
23,90847,767,301365,0,0.1,Salaried,4,1,796779,No,Yes
34,236171,743,146856,13,0.64,Contract,4,2,643809,No,Yes
60,229811,329,536315,38,0.11,Salaried,2,0,835828,Yes,Yes
24,68955,597,425775,4,0.36,Business,2,2,190431,No,Yes
31,158362,360,265570,5,0.5,Salaried,0,1,351620,Yes,Yes
51,249426,757,837458,30,0.6,Business,3,2,713124,Yes,Yes
63,208014,603,644297,34,0.16,Contract,4,0,181190,Yes,Yes
52,231739,639,251275,25,0.33,Self-Employed,1,2,797977,Yes,Yes
47,179215,747,756466,19,0.21,Self-Employed,3,2,195293,No,Yes
50,173581,601,798785,29,0.22,Salaried,5,3,977286,No,Yes
63,105780,839,665964,38,0.25,Salaried,4,1,872299,Yes,Yes
22,185813,784,394650,2,0.43,Business,5,3,586156,No,Yes
29,175970,376,262549,2,0.06,Self-Employed,0,0,973694,Yes,Yes
48,117919,814,833954,24,0.32,Contract,3,4,774298,Yes,Yes
51,130854,848,144564,23,0.17,Business,3,0,664365,No,Yes
54,234746,391,345596,32,0.68,Salaried,5,0,447927,Yes,Yes
35,212020,765,839700,14,0.43,Self-Employed,4,0,660714,Yes,Yes
45,79768,765,655017,19,0.61,Salaried,1,0,640960,Yes,Yes
56,61262,339,143602,30,0.18,Self-Employed,2,3,730514,Yes,Yes
28,154578,628,443874,0,0.58,Business,1,0,581904,No,No
29,38605,584,84064,5,0.32,Contract,5,2,390191,No,No
57,96590,365,739653,31,0.17,Contract,0,0,249188,Yes,Yes
65,46231,408,617330,40,0.54,Contract,3,4,67473,No,No
59,97397,714,941886,31,0.55,Contract,5,1,312793,No,Yes
52,95123,391,188864,30,0.7,Contract,5,3,307617,Yes,Yes
37,31515,667,449820,14,0.56,Salaried,4,3,63382,Yes,No
55,105211,722,228893,27,0.14,Salaried,3,3,600596,Yes,Yes
57,187694,539,88557,28,0.26,Contract,2,3,227500,No,Yes
39,34600,734,57420,12,0.34,Self-Employed,1,0,304851,Yes,Yes
64,176964,511,743881,35,0.13,Business,1,4,525629,Yes,Yes
49,232351,699,305023,24,0.56,Self-Employed,0,0,877511,Yes,Yes
27,87310,825,819208,5,0.39,Self-Employed,4,1,268050,No,Yes
48,170873,767,859450,20,0.66,Contract,2,1,376732,No,Yes
29,186767,469,699488,1,0.43,Self-Employed,5,0,576338,No,No
48,177925,509,113076,23,0.39,Salaried,2,0,346967,No,Yes
26,153501,555,579396,5,0.1,Business,4,0,898497,Yes,Yes
49,153678,372,666974,23,0.15,Business,0,4,912019,No,Yes
37,153550,446,907215,9,0.6,Business,5,3,899257,No,No
36,132380,639,648225,8,0.69,Self-Employed,2,1,305499,Yes,Yes
43,232888,616,984511,21,0.32,Business,0,1,984103,No,Yes
51,189206,453,715357,30,0.58,Business,4,3,529525,No,No
23,219035,554,317405,0,0.46,Salaried,4,3,170018,Yes,No
41,129780,650,250876,12,0.67,Contract,4,1,226822,No,Yes
46,219969,846,383664,20,0.2,Contract,2,1,336755,Yes,Yes
56,174547,611,561653,34,0.4,Salaried,4,4,770802,No,Yes
62,84177,433,595214,39,0.32,Salaried,2,1,321377,No,Yes
57,170802,428,540614,28,0.4,Contract,0,0,883255,No,Yes
42,170185,735,803354,21,0.22,Self-Employed,3,0,735751,Yes,Yes
62,169083,579,246618,33,0.37,Salaried,0,3,169358,Yes,Yes
32,73746,657,460360,11,0.46,Business,2,3,320527,Yes,Yes
62,141075,551,993407,36,0.1,Salaried,1,0,487985,Yes,Yes
33,191925,434,309831,12,0.53,Self-Employed,1,3,861672,Yes,Yes
31,103195,822,706537,11,0.51,Salaried,5,0,833931,No,Yes
36,54818,618,535698,13,0.62,Business,3,4,697110,Yes,No
28,186393,379,635240,3,0.33,Salaried,4,3,184154,No,Yes
60,39309,490,452384,31,0.09,Salaried,0,2,996661,Yes,No
60,167760,752,953612,31,0.35,Salaried,0,1,453282,Yes,Yes
65,46176,643,969893,40,0.14,Contract,2,0,388594,Yes,No
22,86879,329,842796,2,0.47,Contract,5,1,147004,No,No
50,85592,713,703421,30,0.08,Self-Employed,3,1,839075,No,Yes
50,102728,667,601321,22,0.29,Contract,4,3,86250,No,Yes
32,238084,801,98545,12,0.1,Self-Employed,3,1,708072,Yes,Yes
30,158488,320,61865,4,0.05,Contract,1,2,413319,Yes,Yes
64,189066,848,68936,38,0.67,Self-Employed,5,3,677612,No,Yes
31,215494,545,834136,11,0.7,Self-Employed,3,0,557364,No,No
35,26584,582,652151,15,0.41,Self-Employed,4,1,278318,No,No
36,142555,531,934220,11,0.21,Salaried,5,1,247806,Yes,Yes
37,111302,615,674902,10,0.64,Salaried,4,4,359737,No,No
46,140408,635,446957,20,0.65,Self-Employed,0,0,515093,Yes,Yes
22,36830,710,942021,0,0.61,Self-Employed,0,4,28029,Yes,No
32,234897,544,925969,3,0.4,Salaried,4,0,479972,Yes,Yes
46,95066,686,709199,24,0.1,Business,0,1,732912,Yes,Yes
43,21591,657,942317,17,0.11,Salaried,0,1,213465,Yes,Yes
38,111878,321,331283,13,0.63,Self-Employed,0,2,77579,Yes,Yes
52,143407,318,796294,25,0.62,Salaried,4,3,188773,No,No
58,134869,586,889181,35,0.33,Contract,0,2,657646,No,Yes
23,39395,575,337180,0,0.26,Self-Employed,1,0,76740,Yes,No
58,203254,371,939973,38,0.47,Salaried,5,0,328346,Yes,Yes
23,34738,664,226344,0,0.57,Contract,4,0,755845,No,No
50,151703,634,969244,22,0.53,Salaried,3,0,162936,Yes,Yes
21,166977,498,265116,0,0.45,Salaried,5,3,991491,No,No
50,37056,316,108788,30,0.2,Business,2,1,741365,No,Yes
65,139656,517,81611,36,0.22,Salaried,5,2,130079,Yes,Yes
52,133316,446,776187,30,0.52,Salaried,2,1,162997,No,Yes
48,238154,509,736469,22,0.57,Business,1,4,786076,Yes,Yes
41,184519,713,593769,13,0.13,Salaried,4,2,510110,Yes,Yes
33,72418,629,841679,13,0.17,Business,3,0,877345,Yes,Yes
47,55190,651,758981,22,0.49,Contract,4,0,99487,Yes,Yes
56,44014,462,550365,35,0.3,Business,3,4,79800,Yes,No
27,222071,400,988887,3,0.42,Contract,3,2,535361,Yes,Yes
42,199350,626,337463,16,0.45,Business,4,3,843641,Yes,Yes
30,143563,626,744694,4,0.55,Contract,5,3,783227,No,No
59,19780,454,73728,30,0.57,Salaried,0,0,776148,No,No
35,240715,309,935588,9,0.23,Contract,2,0,619498,Yes,Yes
35,208330,652,473658,12,0.4,Contract,0,0,17873,No,Yes
24,246195,482,661134,0,0.13,Self-Employed,2,4,665400,Yes,Yes
52,60192,754,878953,23,0.6,Contract,0,4,214145,Yes,Yes
43,208372,305,376921,18,0.6,Salaried,4,1,535943,No,No
26,122875,632,193209,0,0.24,Self-Employed,4,4,457002,No,Yes
44,239576,632,748996,16,0.15,Self-Employed,3,2,807370,No,Yes
40,117129,557,458121,15,0.1,Business,1,4,191568,No,Yes
57,61923,510,661597,28,0.42,Contract,4,2,254094,Yes,No
40,107196,350,866456,20,0.11,Business,2,3,593821,No,Yes
32,20395,744,508182,5,0.49,Business,3,1,797362,No,No
53,120449,676,854134,32,0.49,Contract,2,4,417830,No,Yes
48,139747,785,197577,26,0.45,Business,0,3,560378,Yes,Yes
28,246456,350,775150,4,0.62,Salaried,1,2,888106,No,Yes
21,164851,453,180225,0,0.3,Salaried,4,1,235713,No,Yes
57,89028,609,897503,31,0.64,Contract,0,3,261928,Yes,No
42,178794,698,835735,19,0.07,Contract,3,2,52849,No,Yes
26,156183,433,295615,4,0.12,Self-Employed,2,1,126917,No,Yes
41,159056,519,189570,13,0.32,Contract,5,0,68032,Yes,Yes
52,246624,462,127710,29,0.44,Contract,1,4,480874,No,Yes
55,111176,801,108456,27,0.07,Salaried,4,0,280306,No,Yes
35,221400,414,276030,7,0.42,Salaried,2,0,78948,Yes,Yes
25,44924,798,210805,3,0.25,Contract,4,0,946038,No,Yes
26,201775,771,292254,4,0.63,Self-Employed,4,3,838290,No,Yes
45,50577,448,678568,18,0.4,Salaried,2,0,512254,Yes,Yes
60,156783,540,893590,40,0.43,Salaried,4,0,231507,Yes,Yes
49,103548,422,959657,24,0.66,Business,3,3,114248,Yes,No
27,248941,368,966731,2,0.55,Contract,1,4,594462,Yes,Yes
60,143093,362,578199,32,0.33,Business,0,1,865746,No,Yes
33,153168,315,230177,12,0.36,Contract,1,1,261995,No,Yes
58,84555,689,123876,31,0.47,Self-Employed,0,4,278802,Yes,Yes
38,107848,557,788319,12,0.18,Business,3,3,139148,Yes,Yes
22,224084,516,217744,1,0.11,Salaried,1,0,932611,Yes,Yes
28,26254,778,906844,8,0.25,Contract,3,1,189729,Yes,Yes
31,143410,413,247311,8,0.56,Contract,2,4,862845,Yes,Yes
53,247027,679,375948,32,0.22,Business,0,4,278980,No,Yes
58,226192,536,636015,36,0.13,Business,2,0,626712,No,Yes
47,155037,775,546990,26,0.19,Self-Employed,2,4,652686,Yes,Yes
40,226072,428,318584,12,0.49,Salaried,1,3,780382,Yes,Yes
32,227047,809,802833,9,0.45,Self-Employed,4,3,425847,Yes,Yes
63,207059,464,510776,40,0.5,Salaried,4,1,503383,Yes,Yes
51,121025,576,983255,24,0.26,Salaried,3,2,671415,Yes,Yes
47,148509,556,193802,24,0.64,Contract,1,4,671943,No,Yes
52,50963,431,114792,23,0.34,Salaried,2,3,917021,Yes,Yes
30,243048,556,726740,3,0.38,Business,5,0,915573,No,Yes
23,21273,440,865404,0,0.67,Contract,3,0,509388,No,No
65,33330,508,900817,37,0.69,Self-Employed,2,2,726556,No,No
47,170566,818,695545,18,0.48,Salaried,3,2,263926,No,Yes
55,94422,350,742473,29,0.66,Contract,5,2,63166,No,No
51,140089,802,191221,28,0.4,Business,0,0,500825,Yes,Yes
35,21212,558,629302,14,0.25,Self-Employed,3,4,305531,Yes,No
36,232513,477,88402,11,0.25,Contract,3,3,378349,No,Yes
33,105594,842,833021,10,0.41,Contract,2,0,150676,Yes,Yes
55,150152,655,962111,30,0.44,Business,4,3,605285,Yes,Yes
31,50675,617,657205,4,0.34,Business,2,2,252530,No,Yes
41,40007,663,492773,19,0.62,Salaried,1,1,682004,Yes,Yes
31,131805,354,410039,11,0.33,Self-Employed,2,4,628233,No,Yes
50,100641,455,290416,26,0.23,Contract,5,2,741531,Yes,Yes
55,113815,343,705603,33,0.06,Business,4,2,976562,Yes,Yes
42,64815,841,696943,17,0.68,Business,1,3,12644,No,Yes
58,101482,621,183486,36,0.59,Contract,5,0,489641,Yes,Yes
51,18639,313,184928,31,0.45,Business,4,1,48272,Yes,No
34,81593,656,646087,6,0.59,Business,1,4,685568,No,Yes
44,96038,782,294561,20,0.58,Salaried,2,1,229273,No,Yes
52,111899,658,524551,31,0.66,Contract,4,2,138254,Yes,Yes
56,21736,617,696914,35,0.3,Salaried,5,1,22709,No,No
52,34473,374,704839,24,0.41,Self-Employed,5,4,993191,Yes,No
35,146771,493,633237,15,0.11,Business,4,2,377731,No,Yes
63,143801,662,615680,34,0.68,Salaried,5,4,344558,Yes,Yes
55,183091,395,193542,33,0.69,Contract,5,1,343548,No,No
23,125598,339,719132,0,0.56,Self-Employed,0,2,181862,Yes,Yes
36,104623,696,732742,10,0.35,Self-Employed,0,2,345700,Yes,Yes
25,243097,406,542661,5,0.37,Salaried,3,4,873489,Yes,Yes
41,54820,316,397088,20,0.33,Salaried,0,0,935044,Yes,Yes
30,233933,826,698340,5,0.24,Business,4,2,642414,No,Yes
39,75589,798,523615,11,0.39,Salaried,3,4,844939,Yes,Yes
45,214879,824,718944,17,0.08,Salaried,2,4,773521,Yes,Yes
24,36414,342,728751,0,0.69,Salaried,3,4,193453,Yes,No
49,145378,649,397520,27,0.33,Self-Employed,5,0,865192,Yes,Yes
39,42220,329,534423,18,0.65,Contract,1,3,295040,No,No
63,78531,740,940560,40,0.52,Salaried,3,2,245090,Yes,Yes
22,128002,841,62097,0,0.24,Self-Employed,0,1,311245,No,Yes
30,191497,754,429684,6,0.19,Self-Employed,2,4,815629,Yes,Yes
63,27387,393,199911,40,0.7,Salaried,1,1,805904,Yes,No
45,94815,594,172202,16,0.55,Self-Employed,3,4,664180,Yes,Yes
40,45584,848,553635,11,0.21,Business,2,4,816363,Yes,Yes
39,62783,388,264382,15,0.09,Contract,0,2,347086,No,Yes
43,188881,802,874125,21,0.5,Business,2,0,450275,Yes,Yes
44,203399,513,364132,16,0.25,Contract,2,0,502730,No,Yes
31,142494,721,99769,11,0.19,Self-Employed,1,1,748927,Yes,Yes
54,133814,825,699764,34,0.53,Salaried,4,3,95301,No,Yes
48,148752,491,701554,26,0.49,Salaried,0,0,467668,No,Yes
25,159929,523,183541,0,0.36,Self-Employed,1,0,291014,Yes,Yes
25,191333,686,455684,4,0.66,Salaried,1,3,193901,Yes,Yes
41,91588,773,544222,21,0.49,Self-Employed,1,0,607974,Yes,Yes
32,166067,502,744385,5,0.63,Business,4,2,388153,Yes,Yes
24,31580,746,178237,0,0.17,Self-Employed,4,2,703210,No,Yes
62,36240,367,446381,34,0.24,Self-Employed,3,1,737860,No,No
40,101446,391,894035,11,0.12,Business,3,1,10233,No,No
58,224824,477,257978,38,0.25,Business,0,1,963408,Yes,Yes
45,122533,302,93251,23,0.68,Self-Employed,5,2,652696,No,No
34,195183,402,359670,10,0.68,Business,0,1,122753,Yes,Yes
31,239519,572,677022,5,0.54,Contract,4,1,267222,Yes,Yes
52,183938,833,943974,23,0.39,Business,4,2,823106,No,Yes
31,98974,415,285368,8,0.56,Salaried,4,3,699369,Yes,Yes
38,91401,763,603230,13,0.41,Business,1,1,350341,No,Yes
47,231165,403,619305,27,0.05,Business,4,0,881439,Yes,Yes
38,161283,558,110555,15,0.38,Self-Employed,1,2,926916,No,Yes
43,208057,607,737569,16,0.44,Business,1,3,149077,No,Yes
31,182340,666,351509,7,0.22,Contract,0,0,34765,Yes,Yes
41,21646,601,968911,14,0.18,Self-Employed,2,0,974329,Yes,No
64,204443,326,507297,40,0.23,Contract,3,4,171828,No,Yes
25,60816,807,75976,0,0.46,Salaried,3,3,147660,Yes,Yes
43,107460,826,91969,15,0.14,Self-Employed,0,4,551368,Yes,Yes
61,62112,664,481541,38,0.52,Self-Employed,0,2,141244,No,Yes
45,69048,597,827047,17,0.32,Salaried,4,3,644187,No,No
61,203983,660,499957,34,0.28,Salaried,4,4,916327,Yes,Yes
30,224518,803,589803,3,0.57,Contract,4,2,784781,No,Yes
42,150850,329,479390,21,0.38,Business,1,1,394784,No,Yes
39,63752,738,973204,17,0.3,Self-Employed,1,0,932877,No,Yes
21,234049,639,123663,0,0.62,Self-Employed,4,2,804488,Yes,No
27,88726,425,889811,0,0.29,Contract,1,3,284817,No,No
24,229912,665,339535,2,0.61,Self-Employed,0,0,545006,No,Yes
21,176361,742,257348,0,0.38,Salaried,4,0,504372,Yes,Yes
35,62788,562,379225,11,0.19,Self-Employed,3,2,348869,Yes,Yes
60,22747,521,794587,34,0.45,Business,3,1,63161,No,No
32,223894,301,369428,9,0.24,Salaried,5,2,413740,Yes,Yes
42,18045,693,132054,15,0.15,Contract,1,4,970320,Yes,Yes
42,244350,605,767566,19,0.11,Contract,3,4,555515,Yes,Yes
37,25758,445,937595,13,0.21,Self-Employed,4,4,59357,Yes,No
49,143076,829,405734,29,0.53,Salaried,3,3,657542,No,Yes
34,172509,827,128593,5,0.59,Salaried,0,2,932535,Yes,Yes
40,168657,607,109485,13,0.61,Salaried,1,0,898944,Yes,Yes
53,247831,639,346176,27,0.23,Self-Employed,3,3,829978,Yes,Yes
63,158926,651,592444,39,0.48,Self-Employed,1,4,217801,Yes,Yes
35,201148,508,623604,10,0.2,Contract,0,3,148463,No,Yes
32,74950,504,947348,12,0.45,Business,3,0,825379,No,No
60,166421,314,229859,33,0.63,Salaried,5,3,947665,Yes,Yes
40,245300,727,950313,12,0.08,Self-Employed,4,1,75950,No,Yes
50,170420,775,143099,26,0.69,Self-Employed,2,4,326804,Yes,Yes
58,183368,597,746939,29,0.59,Business,3,2,479343,No,No
23,37455,393,238646,0,0.55,Self-Employed,0,4,885569,Yes,No
48,227896,406,253333,19,0.5,Self-Employed,5,4,524952,No,No
46,203093,718,696729,23,0.55,Self-Employed,5,2,987960,No,Yes
50,220995,577,792578,25,0.7,Salaried,2,2,963854,Yes,Yes
33,249897,427,929695,12,0.55,Business,5,0,34073,Yes,No
33,188365,758,305329,10,0.28,Contract,3,0,970500,Yes,Yes
22,248502,337,941550,0,0.45,Business,1,1,586180,No,No
57,106552,497,109235,29,0.27,Business,0,3,326259,Yes,Yes
58,64116,656,365048,30,0.68,Contract,3,3,778176,No,Yes
22,138461,306,918153,0,0.64,Contract,0,3,164009,No,No
56,58484,631,479956,33,0.42,Self-Employed,4,4,179067,Yes,No
46,179287,818,954352,21,0.56,Self-Employed,2,4,697682,Yes,Yes
31,99638,493,647418,5,0.64,Self-Employed,2,2,773939,Yes,Yes
28,152476,615,230626,8,0.21,Salaried,4,1,794790,No,Yes
64,186332,300,712559,40,0.43,Salaried,2,1,438381,Yes,Yes
60,118647,361,482248,37,0.36,Business,2,3,258998,No,Yes
63,83642,642,524626,40,0.55,Salaried,5,2,606282,Yes,Yes
42,229803,317,971984,13,0.3,Salaried,4,3,548902,No,Yes
40,64009,670,735795,17,0.51,Contract,1,4,146106,Yes,Yes
28,241761,534,735480,0,0.31,Self-Employed,5,2,477555,Yes,Yes
49,146824,368,777515,28,0.12,Contract,2,3,234024,Yes,Yes
60,47605,746,52607,37,0.12,Self-Employed,1,1,985187,No,Yes
46,128879,307,386260,20,0.13,Business,0,0,47947,No,Yes
50,202277,761,266396,29,0.07,Contract,0,4,337781,Yes,Yes
37,186641,610,465242,10,0.4,Self-Employed,2,3,994736,No,Yes
40,138827,433,830013,11,0.49,Contract,0,2,174000,Yes,Yes
36,23580,684,329317,13,0.13,Contract,4,2,959221,No,Yes
63,132902,355,608550,35,0.45,Self-Employed,2,3,132560,No,Yes
27,23400,659,621444,7,0.44,Salaried,4,1,369214,Yes,No
36,188715,413,253318,10,0.15,Contract,1,3,356656,Yes,Yes
65,245257,387,149124,40,0.31,Business,3,4,701493,No,Yes
47,114032,437,694116,18,0.54,Salaried,3,2,609191,Yes,Yes
43,145319,407,300898,15,0.06,Contract,5,4,251096,No,Yes
44,235245,799,652052,15,0.15,Business,2,0,896110,No,Yes
29,124960,834,440999,0,0.7,Business,4,1,694901,No,Yes
55,57015,443,534807,35,0.53,Self-Employed,3,3,787008,No,No
40,89713,355,429201,18,0.35,Salaried,2,3,452331,No,Yes
57,221877,305,114314,31,0.46,Salaried,5,1,899297,No,No
62,164046,841,539904,40,0.6,Self-Employed,3,2,150345,No,Yes
37,163109,746,463665,13,0.6,Contract,5,3,583145,Yes,Yes
51,233364,684,405386,26,0.26,Contract,3,1,533123,Yes,Yes
28,165239,606,311270,6,0.37,Business,0,3,800880,Yes,Yes
35,106754,601,80466,10,0.46,Business,2,2,56010,Yes,Yes
51,239775,704,166151,28,0.1,Business,5,1,589192,No,Yes
50,61148,809,428739,25,0.66,Business,5,2,881388,No,Yes
40,221225,372,400265,15,0.33,Self-Employed,3,3,988336,No,Yes
59,170606,564,552777,36,0.29,Contract,5,1,97334,No,Yes
32,240067,526,74279,12,0.64,Business,2,0,188733,Yes,Yes
37,140790,492,323981,15,0.13,Salaried,0,3,873726,Yes,Yes
62,104078,673,598497,33,0.08,Business,2,1,807093,No,Yes
50,74879,309,586508,24,0.5,Business,0,0,52134,Yes,Yes
49,137894,601,709325,28,0.3,Contract,3,1,640809,No,Yes
39,83839,658,816702,16,0.55,Business,5,4,335424,Yes,Yes
31,47756,351,747636,6,0.09,Self-Employed,5,4,510304,No,No
54,161755,398,295941,30,0.3,Contract,3,1,925045,Yes,Yes
27,198557,312,154304,2,0.2,Contract,3,1,999804,No,Yes
64,247303,689,208302,40,0.53,Business,0,4,467342,No,Yes
54,160097,656,270237,26,0.2,Self-Employed,1,3,86394,Yes,Yes
40,235498,310,616208,19,0.35,Contract,0,4,296546,Yes,Yes
58,167787,380,770525,35,0.58,Salaried,0,4,736185,No,Yes
44,219169,560,373688,24,0.65,Business,5,4,78733,Yes,Yes
30,247455,305,702548,4,0.52,Contract,4,2,868650,Yes,Yes
52,110943,757,437678,32,0.33,Business,3,3,726929,Yes,Yes
35,236188,672,143406,10,0.42,Salaried,3,2,89475,No,Yes
57,224777,780,395053,28,0.5,Business,4,3,506775,Yes,Yes
40,166188,521,406835,11,0.62,Business,5,2,344670,No,No
23,54744,380,551437,0,0.63,Self-Employed,1,2,493708,Yes,No
57,142697,814,949390,36,0.66,Self-Employed,2,1,356252,Yes,Yes
60,236651,359,935442,40,0.58,Salaried,3,4,108394,Yes,Yes
28,134072,520,73036,0,0.15,Self-Employed,3,1,53669,No,Yes
60,151196,648,701283,38,0.54,Contract,0,1,198278,Yes,Yes
64,187123,527,377466,39,0.58,Self-Employed,1,1,65342,Yes,Yes
43,25176,589,54847,17,0.62,Contract,1,0,989246,Yes,No
60,109310,592,529466,33,0.65,Salaried,5,3,801104,No,No
31,213890,492,625060,8,0.38,Salaried,1,1,104404,No,Yes
28,167748,773,325037,1,0.48,Business,1,1,243806,Yes,Yes
49,63177,556,972153,23,0.06,Contract,4,0,89221,Yes,No
50,239368,805,473787,23,0.42,Business,0,0,365065,Yes,Yes
30,128623,687,585901,6,0.36,Business,5,4,380989,No,Yes
59,18997,697,548116,30,0.68,Business,4,1,662549,No,No
48,208402,665,628121,22,0.64,Contract,4,3,878229,Yes,Yes
56,192841,589,112423,33,0.57,Self-Employed,2,1,525670,Yes,Yes
33,138179,608,926396,13,0.09,Contract,0,4,196931,Yes,Yes
52,227725,577,168268,30,0.31,Self-Employed,1,1,82708,No,Yes
56,138403,763,424386,27,0.5,Contract,5,0,127461,No,Yes
57,160303,488,746742,29,0.07,Salaried,0,0,447800,No,Yes
46,113287,477,573453,23,0.2,Salaried,1,4,534179,Yes,Yes
42,137574,827,561919,18,0.63,Self-Employed,2,4,492707,No,Yes
24,222048,674,757708,2,0.13,Business,3,0,516534,Yes,Yes
51,139509,753,662357,26,0.08,Business,4,0,737069,No,Yes
38,103447,516,234777,15,0.43,Business,2,1,11583,No,No
58,127522,341,125642,34,0.67,Business,4,4,203232,No,No
44,205037,493,568697,18,0.59,Contract,5,1,157131,Yes,Yes
43,99144,626,267002,17,0.68,Salaried,1,0,409994,No,Yes
42,244273,672,521029,14,0.54,Contract,5,3,669606,No,Yes
22,210589,764,236889,1,0.33,Contract,1,4,550007,Yes,Yes
51,110693,462,393128,28,0.67,Contract,2,1,537291,No,Yes
31,112315,575,390813,4,0.33,Self-Employed,3,4,986561,No,Yes
48,244576,663,251254,25,0.28,Salaried,3,3,668291,Yes,Yes
52,45387,779,719068,30,0.34,Self-Employed,4,2,971548,Yes,Yes
25,22090,759,711450,0,0.58,Business,1,0,548733,Yes,No
58,138846,564,233974,33,0.65,Salaried,1,3,677619,Yes,Yes
30,174017,838,666458,8,0.28,Self-Employed,3,2,232953,Yes,Yes
60,58239,685,666045,39,0.35,Self-Employed,1,1,665305,No,Yes
44,21743,384,423232,16,0.63,Contract,5,3,72501,No,No
55,48924,615,552799,33,0.08,Self-Employed,1,2,377398,Yes,No
64,159268,542,130928,40,0.56,Self-Employed,2,3,504950,Yes,Yes
43,148160,768,486968,15,0.35,Business,3,2,654547,Yes,Yes
37,109815,641,937272,13,0.29,Business,3,1,579746,No,No
21,123312,476,987147,0,0.34,Self-Employed,5,1,152003,Yes,No
51,86860,429,220719,30,0.32,Self-Employed,5,1,518328,No,Yes
51,190472,382,770442,31,0.54,Self-Employed,0,1,458633,Yes,Yes
62,234249,659,785689,37,0.65,Contract,5,1,405290,Yes,Yes
62,242090,387,278402,38,0.37,Contract,3,2,856742,No,Yes
54,247602,831,778334,25,0.59,Contract,3,1,703630,Yes,Yes
29,98399,770,658719,4,0.53,Business,5,3,573535,Yes,Yes
42,66795,797,985978,21,0.26,Salaried,0,3,357554,No,Yes
33,69553,806,742762,7,0.43,Contract,1,1,555156,Yes,Yes
45,121976,653,263559,25,0.48,Contract,1,3,62823,No,Yes
38,173183,715,984008,11,0.07,Self-Employed,4,1,243348,Yes,Yes
32,131566,350,318912,6,0.31,Contract,1,3,575340,No,Yes
60,212155,362,517259,34,0.7,Salaried,3,4,32789,No,No
37,137968,388,950093,12,0.46,Business,4,0,669496,Yes,Yes
35,79600,489,538562,6,0.27,Contract,4,3,771640,No,Yes
62,68022,647,968124,38,0.21,Business,5,3,368069,Yes,Yes
35,152271,837,201519,7,0.19,Contract,5,0,574651,No,Yes
35,68897,475,541973,13,0.31,Business,1,4,252415,Yes,Yes
59,56038,663,593406,31,0.18,Business,4,0,962367,No,Yes
33,141323,782,437695,9,0.14,Contract,0,3,754868,No,Yes
37,204110,418,767411,10,0.29,Contract,4,1,780652,No,Yes
52,138278,468,489815,30,0.44,Business,2,4,217103,No,Yes
29,129054,446,771854,3,0.15,Salaried,0,3,847850,Yes,Yes
60,25897,736,60200,31,0.08,Salaried,3,1,224434,Yes,Yes
40,82541,738,800214,17,0.07,Salaried,1,1,241525,Yes,Yes
46,124968,488,673354,22,0.22,Salaried,1,4,425719,Yes,Yes
47,32892,459,108704,24,0.17,Contract,5,3,324735,Yes,Yes
41,157343,701,365631,13,0.4,Self-Employed,2,2,958525,No,Yes
38,42815,317,949805,12,0.35,Business,1,1,603481,No,No
33,63612,439,751825,8,0.26,Salaried,3,0,510725,No,No
36,182429,414,866272,11,0.59,Salaried,4,2,299827,No,No
29,224160,627,531656,0,0.38,Self-Employed,1,0,24214,No,Yes
32,34267,524,68435,6,0.11,Self-Employed,3,4,185388,Yes,Yes
64,36268,738,97897,40,0.24,Contract,5,1,382431,No,Yes
58,132463,849,171677,29,0.68,Business,0,1,147792,No,Yes
39,163335,685,540823,17,0.69,Business,3,4,137291,No,Yes
27,220007,820,812052,5,0.22,Self-Employed,5,1,522367,Yes,Yes
55,113347,552,507092,29,0.16,Self-Employed,2,2,832562,Yes,Yes
38,208732,397,795087,9,0.37,Self-Employed,3,2,985086,Yes,Yes
36,214599,370,230484,16,0.36,Contract,1,4,666056,Yes,Yes
59,212451,850,515498,36,0.32,Business,4,3,339756,No,Yes
24,112542,746,340628,0,0.39,Self-Employed,3,1,362037,No,Yes
45,190343,389,481874,18,0.2,Salaried,2,2,784348,No,Yes
